科技 	 全高清 双 存储 设计   JVC   HM200 套装 4350 元         作者 ： 李金昊         [ 北京 行情 ]   JVC   HM200 是 全球 第一款 支持 双 SDHC 存储卡 扩展 能力 的 民用 级 闪存式 高清 数码 摄像机 。 它 支持 同时 安装 两张 SDHC 存储卡 ， 当 使用 的 SDHC 卡 的 容量 全部 达到 32GB 时 ， 最高 可以 记录 30 小时 的 FullHD 视频 影像 。 笔者 今天 在 市面上 了解 到 ， 此款 机型 现在 的 最新 报价 为 4350 元 ， 随 产品 搭配 原装 包 、 UV 镜 、 清洁 套装 、 LCD 贴膜 。         JVC   HM200 可以 同时 安装 两张 SDHC 存储卡 ， 在 拍摄 时 如果 第一张 SDHC 卡 的 容量 已满 ， 则 视频 资料 将 自动 开始 在 第二张 SDHC 卡上 进行 记录 。 性能 方面 ， GZ - HM200 还 支持 适合 YouTube 视频 的 格式 ， 可以 方便 的 通过 iTunes 传输 视频 。 GZ - HM200 配置 了 JVC 最新 开发 的 20 倍 光学 变焦镜头 ， 具有 1 秒 快速 启动 、 便捷 检索 以及 面部 优化 功能 。 GZ - HM200 的 编码 芯片 也 经过 重新 优化 ， 码率 可达 AVCHD 最高 标准 的 24Mbps ， 耗电量 仅为 过去 产品 的 50% 。         编辑 观点 ：         JVC   HM200 是 一款 拥有 双卡槽 的 全高清 数码 摄像机 ， 成像 效果 出色 。 机身 采用 闪存 存储 小巧 轻便 ， 不仅 更加 省 电 ， 还 可以 适应 高原 等 严酷 的 环境 。 现在 此款 机型 刚刚 上市 ， 不 着急 的 消费者 可以 持币观望 一阵 。         JVC   GZ - HM200         [ 参考价格 ]   4350 元 套装 
 科技 	 实惠 的 影音 播放器   爱国者 MK3502 仅 299         日前 ， 一款 售价 仅为 299 元 的 新品 迈凯轮 MP5   MK3502 低价 抢滩 影音 播放器 市场 ， 引起 不小 的 波澜 ， 此款 产品 最 出众 的 要 属 它 的 强大 播放 功能 ， 在 视频 播放 上 ， 不仅 支持 Real 格式 视频文件 直接 拷贝 播放 ， 避免 进行 格式 转换 所 耗费 的 冗长 时间 ； 还 兼容 其他 如 AVI 、 FLV 、 MPG 、 MPEG 等 常见 视频格式 播放 。         在 音频 播放 上 ， 支持 FLAC ， APE 无损压缩 音频格式 ， 让 您 享受 正版 CD 的 音效 ， 得到 超凡 的 音乐 享受 ； 而且 支持 微软 PLAY   FX 音效 技术 ， 该 技术 包含 3D 环绕 、 至纯 低音 、 音量 均衡 等 一系列 技术 套件 ， 让 人 沉浸 在 3D 的 音乐 环绕 世界 、 享受 至纯 低音 的 震撼 体验 、 以及 音量 均衡 的 听觉 感受 。         另外 ， 这 款 机器 支持 DRM 数字 版权保护 ， 旨在 提高 全民 使用 正版 的 意识 ； 操作界面 可以 进行 多 国 语言 切换 ， 让 各国 消费者 都 可以 轻松自如 的 享受 影音 盛宴 。 编辑 点评 ：         不必 再 为 囊中羞涩 而 惆怅 ， 不必 再 为 产品 繁多 而 无从选择 ， 想 拥有 一款 功能强大 、 价格 超低 的 时尚 MP5 播放器 吗 ？ 爱国者 迈凯轮 MP5   MK3502 为 你 实现 ， 给 你 带来 超乎 想象 的 影音 体验 ， 让 你 的 休闲 娱乐 生活 更加 丰富多彩 。 产品 信息 ： 爱国者   MK3502 今日报价 ： 299 元 
 科技 	 小巧 卡片 相机   佳能 IXUS100   IS 仅售 1849         佳能 IXUS   100   IS 是 为 追求 时尚 和 设计 感觉 的 人群 量身 打造 的 一款 的 机型 。 精致 典雅 的 银色 、 光彩夺目 的 金色 、 炽热 激情 的 红色 和 成熟 稳重 的 黑色 四款 酷炫 的 色彩 呈现出 现代 、 摩登 的 都市 气息 ， 让 时尚 的 你 尽情 展现 个性 。 在 外观 上 采用 弧线 边 处理 ， 使得 相机 方正 的 外表 显得 更加 圆滑 ； 传达 出 强烈 质感 的 不锈钢 机身 表面 干净 平滑 ， 没有 任何 繁复 而 多余 的 修饰 ， 背后 的 按钮 形状 与 流畅 曲线 契合 得 亦 恰到好处 。         尤为 值得 称道 的 是 IXUS   100   IS 的 极致 纤薄 ， 它 是 佳能 迄今为止 IXUS 系列 中 最纤薄 的 型号 ， 厚度 仅为 18.4   mm ， 加之 名片 大小 的 尺寸 ， 轻而易举 就 能 把 它 放到 贴身 口袋 中 ， 如同 随身携带 的 一张 影像 名片 。 得益于 佳能 精湛 的 制造 工艺 和 出色 的 光学 技术 ， 在 如此 纤薄 的 相机 上 仍然 坚持 采用 成像 画质 更 有 保证 的 伸缩式 镜头 ， 且 具有 3 倍 光学 变焦 能力 和 更为 小巧 的 IS 光学 影像 稳定器 。         IXUS   100   IS 采用 了 1210 万 有效 像素 CCD ， 2.5 英寸 “ 晶炫 II ” 液晶屏 ， 无论是 拍摄 还是 浏览 照片 ， 画面 都 拥有 触动 人心 的 细腻 质感 。 相机 还 加入 了 720P 高清 短片 拍摄 功能 ， 即使 手边 没有 DV ， IXUS   100   IS 同样 能 满足 你 的 拍摄 所 需 。         佳能 ( Canon )   IXUS   100   IS         [ 参考价格 ]   1849 元 
 科技 	 小巧 轻薄 的 mp3   Ipod   nano   4 仅 1150         苹果 NANO 如今 也 已 发售 到 了 第四代 ， 这 款 小巧 轻薄 的 mp3 不仅 设计 上 沿用 二代 是 的 弧边 设计 ， 色彩 上 也 十分 多样 ， 随着 不同 角度看 去 ， NANO4 可以 折射出 的 颜色 会 层层 递进 ， 十分 有 好看 。 现在 这款 NANO   4 的 8G 容量 版本 售价 为 1150 元 ， 如果 是 苹果 的 忠实 拥护者 ， 一定 要 关注 一下 这款 NANO   4 代了 。         iPod   nano4 机身 尺寸 为 90.7 × 38.7 × 6.2 mm ， 重量 约 36.8 g ， 是 目前为止 最薄 的 一款 iPod 产品 ， 36g 左右 的 重量 当 您 放入 口袋 时 ， 几乎 感觉 不到 它 的 存在 ， 因为 实在 是 太轻 了 。 nano4 延续 了 二代 时 的 弧边 设计 。 iPod   nano4 代 的 触摸 按键 和 2 点 相比 略显 变小 。 虽然 没有 亲身 感受 ， 但小编 感觉 依照 苹果 的 风格 来看 ， 相信 按键 的 灵敏度 及 操控 感觉 一定 不错 。         在 功能 上 ， nano4 支持 ： AAC 、 Protected   AAC 、 MP3   、 MP3   VBR 、 Audibl 、 Apple   Lossless 、 AIFF   与   WAV 等 声音 格式 。 而 官方 给出 苹果 nano4 的 数据 响应 频率 范围 为 20Hz   至   20 , 000Hz ， 十分 全面 ， 另外 支持 音量 限制 人性化 设置 ， 均衡器 音量 平衡 也 表现 很 好 。         在 其它 方面 ， 苹果 nano4 添加 了 全新 的 操作 方式 ， 摇一摇 就 可以 实现 无序 播放 。 另外 ， 在 内置 的 加速 感应器 的 帮助 下 ， iPod   nano   4 能够 实现 和 iPod   touch 一样 的 翻转 横向 显示 的 效果 ， 所以 这次 还是 采用 了 纵向设计 ， 只要 翻转 就 可以 横向 显示 。 编辑 点评 ：         苹果 NANO 在 设计 小巧 轻薄 ， 便于 随身携带 ， 从 功能 上 来看 是 比较 均衡 的 一款 MP3 ， nano4 融入 了 翻转 横向 显示 的 效果 ， 大大增加 了 nano4 的 可玩性 ， 有 需要 的 朋友 可以 考虑一下 。 [ 产品型号 ]   Ipod   nano   4 ( 8G ) [ 销售价格 ]   1150 元 [ 销售 方式 ]   0755 - 83648772 
 科技 	 廉价 的 高清 闪存 DV   三洋 TH1 售价 仅 1790 元         [ 北京 行情 ]   三洋 摄像机 VPC - TH1 抛弃 了 三洋 经典 的 剃须刀 式 外观设计 而 改用 传统 的 卧式 造型 ， 它 拥有 30 倍 光学 变焦 和 720P 的 高清 视频 拍摄 能力 ， 采用 闪存 作为 存储介质 。 目前 TH1 的 售价 已跌 至 1790 元 ， 并 送 4GB   SD 卡 一张 ， 非常 便宜 。         TH1 采用 卧式 机身 设计 ， 没有 内置 记忆体 ， 支持 SDHC 卡 扩充 容量 。 该 机器 配备 1 / 2.5 英寸 110 万 像素 CCD ， 最高 可以 输出 1600 × 1200 的 静态 照片 ， 并 支持 1280 × 720   30 帧 / 秒 的 MEPG   4 / H.264 格式 高清 视频 录制 。         镜头 方面 ， 三洋 TH1 拥有 30 倍 光学 变焦 能力 ， 等效 范围 是 43 - 1290mm ， 最大 光圈 为 F1.8 - 4.3 ， 支持 1CM 的 微距拍摄 。 三洋 TH1 配备 3.0 英寸 23 万 像素 可 旋转 LCD 屏 ， 支持 USB   2.0 以及 HDMI 连接 ， 三围 尺寸 是 53.3 × 105 × 57.3 mm ， 重量 为 226 克 ， 轻便 易 携 。         三洋 ( Sanyo )   VPC - TH1         [ 参考价格 ]   1790 元 （ 送 4GB   SD 卡 ） 
 科技 	 新款 触摸屏 高清   蓝魔 T11RK 特性 大 曝光         作者 ： 胡振伟         蓝魔   T11   RK 是 一款 采用 RK28 系列 高清 芯片 的 触摸 高清 新品 ， 其 不但 具有 常规 的 触摸 操作 功能 ， 而且 UI 和 操作 设计 十分 新颖 ， 动态 变换 更炫丽 和 多于 变换 。         蓝魔 T11RK 增强 的 滑动 触摸 体验 ， 不仅仅 局限于 表面 的 菜单 操作 或者 文件 选取 ， 包括 视频 操作 进度条 在内 ， 都 可以 实现 滑动 拉动 到 自己 想要 的 位置 。         蓝魔 T11   RK 在 720P   H.264 播放 性能 流畅 度 有 提升 ， 可 对 大多数 的 720P   MKV 高清 文件 进行 流畅 播放 ， 尤其 对 高清 编码 H.264 的 解码 能力 更 有 显著 提升 。 对于 小于 720P 分辨率 的 H.264 视频 ， 如 HR - HDTV 、 HALFCD 同样 可以 全面 兼容 。         内置 的 瑞芯微 RK   28   65nm 主控 芯片 提升 的 带来 了 全新 的 使用 特性 ， 包含 增加 了 对 MPG 、 VOB 、 FLV 、 AVI 、 RMVB 、 MKV 等 实用 的 多 格式 支持 ， 并且 针对 MKV 高清 视频 也 带来 了 包含 SRT 和 内置 格式 SSA 、 ASS 等 字幕 文件 的 支持 和 内外 置 字幕 的 选择 和 切换 
 科技 	 游戏 主打 娱乐 全能   本色 icool 即将 上市 在 MP3 各 厂家 还 在 为 高清 大打出手 ， 打 得 不可开交 的 时候 ， 本色 另辟蹊径 推出 了 新一代 掌中 “ 娱乐 全能王 ” icool 。 本色 icool 内置 近 万种 游戏 ， 支持 500 万 像素 摄像头 ， 同时 还 支持 720P 高清 视频 播放 ， 预计 icool 将 于 8 月 上市 。   本色 icool 又名 i 酷 （ BX - 96 ） ， 外观 采用 了 类 游戏机 专用 手柄 设计 ， 功能 按键 左右 分布 ， 充分考虑 了 游戏 玩家 的 操作 习惯 ， 在 玩游戏 的 时候 可以 轻松 掌控 。 本色 icool 机身 采用 的 是 ABS 加工 复合 塑料 外壳 ， 通过 精密 抛光 工艺 的 亮光 处理 ， 外观 光亮 有型 ， 彰显 上乘 质感 和 优雅 。 icool   配置 了 4.3 寸 、 1600 万色 、 800 × 600 高分辨率 的 LTPS （ 低温 多晶硅 ） 显示屏 ， 支持 720P 高清 视频 ， 无色 块 ， 色差 分量 输出 超越 DVD 。 
 科技 	 纽曼 硬盘 高清 机 M9000   160GB 报价 1699 元 纽曼 的 M9000 不仅 搭载 了 200 万 像素 拍照 功能 ， 同时 还 具有 高清 视频 播放 能力 。 该机 目前 的 售价 为 160GB / 1699 元 ， 250GB / 1999 元 ， 它 对 这款 产品 有 兴趣 的 朋友 可以 到 中关村 海龙 大厦 2097 # 购买 ， 咨询电话 ： 010 - 82662325 。 纽曼   MANMAN - M9000   容量 ： 160GB / 250GB   报价 ： 1699 元 / 1999 元         编辑 点评 ： 纽曼 M9000 内置 200 万 像素 摄像头 ， 可 实现 数码 拍照 、 摄像 ， 实时 记录 精彩 影像 ， 机身 机械 按键 + 红外 遥控 双模式 控制 。 4.3 英寸 1600 万色 TFT 真彩 液晶屏 ， 16 ： 9 宽屏 显示 ， 画质 清晰 靓丽 。 它 采用 了 强劲 的 TI 达芬奇 双核 处理器 ， 主频 高达 513MHz ， 带来 高效 系统 响应 。 RMVB 、 RM 、 AVI 、 MPG 、 VOB 、 DAT 直接 播放 ， 以及 超强 硬盘 录制 功能 。 还有 主流 的 TV - OUT 功能 ， 以及 主流 USB   OTG 数据 直接 拷贝 / LINE - IN 录制 等 丰富 功能 。 纽曼 新品 MANMAN - M9000 [ 参考 报价 ]   160GB / 250GB     1699 元 / 1999 元 [ 销售 地址 ]   海龙 大厦 2097   电话 : 82662325                 鼎好 电子城 2322       电话 : 82698548 / 82699490                 中关村 E 世界 A2583   电话 : 62680457                 科贸 大厦 2B046     电话 : 82537481                 百脑汇 2080       电话 : 65995685 
 科技 	 设计 不好 性能 太糟   细数 MP3 五大 失败 之作 作者 ： 曹锐 一款 MP3 要 做到 完美 的确 是 一件 不易 之 事 ， 要 价格合理 、 外形 出众 、 性能 优秀 、 如果 还有 一个 知名品牌 那 就 更加 完美 了 。 但是 一款 MP3 如果 不 成功 ， 可能 仅仅 因为 价格 过高 ， 或者 设计 老土 ， 要么 就是 更新换代 不 彻底 ， 最 要命 的 就是 整个 产品 一无是处 。 以 这样 的 标准 来看 ， 市场 上 不 成功 的 MP3 应该 算是 数不胜数 ， 但是 能 失败 到 让 大家 记住 的 产品 也许 并 不多见 。 今天 ， 笔者 就 为 大家 带来 了 五款 MP3 史上 的 失败 之作 ， 其中 有 定位 迷茫 的 iPod   photo ， 有 设计 失败 的 MIPO   F800 ， 另外 还有 带领 创新 走上 下坡路 的 ZEN   V   PLUS ， 也许 在 很多 朋友 心中 一些 产品 还是 曾经 的 经典 ， 索尼 NW - MS70DNW - MS70D 的 体积 为 36.4 × 18 × 48.5 mm ( 宽 × 深度 × 高度 ) ， 给 人 感觉 好象 有点 胖胖的 味道 ， 但 NW - MS70D 重量 仅为 54g ( 内部 装有 充电 池塘 ) 。 特别 值 的 一 说 的 是 NW - MS70D 在 做工 上 非常 不错 ， 采用 了 精密 加工 和 离子 电镀 技术 ， 手感 一流 。 NW - MS70D 采用 了 SONY 最新 的 ATRAC3plus 功能 ， ATRAC3plus 根据 对 音响 信号 的 分析 ， 把 音响 信号 重新 进行 最合适 的 分配 与 编码 ， 从而 达到 在 高压缩 下 提供 更好 的 音质 。 MS70D 容量 从 MS11 的 128M 一下 给 提高 到 了 256M ， 如果 你 感觉 容量 还 不够 大 ， MS70D 支持 比 记忆棒 更 小 的 Duo 扩展 内存 ， 现在 有 128M 和 64M 可 提供 选择 。 ATRAC3plus 在 内置 256M 使用 48kbps 的 情况 下 ， 能 记录 11 时间 40 分 的 音乐 。 MS70D 的 液晶 还 采用 了 背光 设计 ， 声音 效果 方便 采用 了 低声 高声 8 阶 调节 ， 能 自由组合 你 适合 你 自己 的 效果 。 MS70D 阻抗 16 Ω 下 ， 最大 输出功率 为 5mW × 2 ， 看来 推力 还是 不错 的 。 在 ATRAC3   105kbps 下 ， 频率 范围 可 达到 20Hz ～ 20kHz 。 由于 MS70D 采用 了 I 低 电力 半导体 的 新 LSI 技术 ， 使用 内部 的 镍氢电池 ， ATRAC3 播放 时间 为 33 小时 、 ATRAC3plus 为 28 小时 ， 充电 时间 约 90 分 。 NW - MS70D 上市 售价 高达 2500 人民币 左右 。 
 科技 	 高清 播放 别来 炫耀   7 款 内置 WiFi   MP4 选购 拿个 高清 MP4 坐在 那 看 电影 ， 一眼 就 能 看出 画面 更 清晰 ， 效果 更 逼真 ， 使用者 难免 也 会 不 自觉 的 洋洋得意 。 不过 别 高兴 的 太早 ， 比起 支持 高清 播放 的 MP4 来说 ， 那些 能够 支持 WiFi 的 MP4 更 有 炫耀 的 资本 。 如今 支持 无线 上网 的 地方 越来越 多 ， 拿个 支持 WiFi 的 设备 出门 也 更 实用 了 ， 停下来 不是 只能 看看 已经 存储 看 的 影片 ， 而是 能够 立即 查看 有 什么 最新 新闻 ， 或者 用 它 上 个 QQ 、 MSN 和 朋友 聊上 两句 ， 岂 不是 比 高清 MP4 更 实用 ？ 目前 上市 的 内置 WiFi 的 MP4 虽然 产品 还 不是 很多 ， 但是 也 足以 让 人 挑得 眼花 。 驰为 W3000   MID 报价 ： 950 元 编辑 点评 ： 驰为 W3000   MID 不仅仅 具备 了 传统 MP4 影音 播放 ， 音乐 ， 数码 相框 ， 录音 等 功能 ， 还 具备 了 影 视频 播放 、 WIFI 、 GPS 、 拍照 、 扩展 数码设备 等等 诸多 丰富 的 处理 能力 。 驰为 W3000 手持 娱乐 终端 采用 了 WINDOWS   CE 操作系统 ， 该机 采用 了 触控 技术 ， 反应 灵敏 ， 即使 用户 不用 触控笔 ， 用 手指 进行 直接 操作 。 
 科技 	 低端 机 的 利器   纽曼 M526 仅 139 元         纽曼 M526 是 进攻 低端 机 领域 的 一款 利器 ， 虽然 功能 很 不错 ， 但 2GB 容量 的 机型 报价 仅为 139 元 ， 已经 是 相当 低廉 ， 喜欢 的 朋友 可以 登录 “ 卓越 数码 网 ” 为 自己 订购 一台 。 另外 ， 先 购机 再加 25 元 可以 得瑞能 USB   Power   Adapter 电源适配器   -   纽曼   Newsmy   MP3 / 4 专用 。         纽曼 M526 采用 了 塑料 机身 ， 拿 在 手中 手感 比较 柔滑 ， 而 75.3 × 40.11 × 8.1 mm 的 机身 体积 以及 29.4 G 的 机身 重量 也 让 这款 产品 更加 便于 携带 。         它 支持 AMV 格式 的 视频文件 ， 画面 清晰 流畅 ， 可播放 MP3 、 WMA 及 高品质 APE 无损压缩 格式 的 音乐 ， 音质 真实 自然 ， 还 支持 记忆 播放 ， 帮助 记录 播放 进度 。         同时 支持 歌词 同步 显示 ， 可 自由 调节 播放 速度 ， 高品质 得 麦克风 ， 实现 优质 / 长时 录音 并 支持 数码 复读 。 该 产品 还 附带 多种 经典 小游戏 ， 如此 小 机身 大 制作 ， 拥有 各种 播放 功能 的 M526 确实 表现 出众 。 还 等 什么 ！ 产品 信息 ： 纽曼   M526 今日报价 ： 139 元 
 科技 	 修正 颜色 偏品 趋势   佳能 发布 50D 新 固件         作者 ： 李金昊 
 科技 	 可换 镜头 便携 DC   奥林巴斯 E - P1 降至 6450         作者 ： 陈亮         虽然 是 高端 、 准 专业 定位 的 相机 ， 但是 奥林巴斯 E - P1 并 没有 采用 EVF 电子 取景器 。 奥林巴斯 E - P1 在 体积 上仅 为 120.5 × 70.0 × 35.0 mm ， 但是 高达 335g 的 裸机 重量 却是 一般 家用 数码相机 的 3 倍 左右 。         从 背面 看 ， E - P1 更加 有 “ 味道 ” ， 相机 采用 了 一个 3.0 英寸 、 23 万 有效 像素 的 液晶屏幕 。 配合 专业 单反相机 上 常见 的 双 拨轮 设计 以及 屏幕 右边 密密麻麻 的 按钮 ， 我们 可以 在 最 短时间 里 对 奥林巴斯 E - P1 进行 各种 操作 。         编辑 观点 ：         无论是 没有 突出 手柄 的 外观 、 扎实 严谨 的 机身 做工 、 丰富 的 滤镜 功能 ， 还是 先进 的 高清 拍摄 功能 。 奥林巴斯 终于 潜心 研制 出 一台 集 小巧 、 精致 、 易用 和 多功能 的 可换 镜头 数码相机 — — E - P1 。 虽然 依旧 在 画质 上 处于 劣势 ， 并且 真正 的 微 4 / 3 系统 镜头 资源 也 少 的 可怜 ， 但是 不得不 说 E - P1 才 是 第一台 多数 人 心目 中 真正 的 微 4 / 3 系统 相机 。         奥林巴斯   EP1         [ 参考价格 ]   6450 元 套机 
 科技 	 大 感光 元件 高画质   适马 DP1 售价 降至 3650         DP1 可以 说 是 一项 颇 有 创意 的 举动 ， 这台 体积 不比 尼康 消费 旗舰 P5100 大 多少 的 相机 ， 装备 了 一块 APS - C 画幅 的 Foveon   X3 型 传感器 。 这使 它 具备 了 成为 一款 专业化 的 小型 相机 所 需 的 主要 潜质 。 和 现有 的 GRD 系列 数码 相比 相比 ， DP - 1 的 最大 优势 就是 它 的 APS - C 画幅 的 成像 传感器 远大于 前者 的 1 / 1.7 英寸 级 CCD 。         除此之外 DP - 1 和 大多数 DC 区别 不 大 ： 比如 都 使用 反差 检测 式 AF 系统 ， 都 使用 LCD 取景 （ 没有 可靠 的 光学 取景 方式 ） 。   因此 适马 更 希望 人们 能 关注 DP - 1 出色 的 成像 质量 — — 它们 相信 凭借 Foveon   X3   Full   Scale 传感器 本身 的 技术 优势 ， 和 APS - C 对比 1 / 1.7 英寸 的 巨大 画幅 优势 ， 能够 说服 那些 关注 成像 质量 的 人们 接受 适马 生产 的 数码相机 — — 此前 的 SD14 单反相机 显然 没有 得到 足够 的 市场份额 ， 适马 希望 用 DP - 1 来 填补 单反 和 小 DC 之间 长久 存在 的 这个 巨大 的 空白 ！         不过 由于 其 传感器 画幅 变得 很大 ， 为了 保持 合适 的 最大 光圈 ， 绝对 孔径 就 不得不 大幅 放大 — — 镜头 体积 的 控制 对于 适马 来说 是 一个 难点 ， 最终 变焦镜头 没有 出现 在 DP - 1 上 ， 希望 稳住阵脚 的 DP - 1 依然 装备 了 一枚 16.6 mm （ 由于 焦距 转换 系数 接近 1.5 × ， DP - 1 的 35mm 等效 焦距 为 28mm ， 与 假想 对手 GRD 的 视角 相同 ） 。 而 最大 光圈 则 缩小 到 F4 ， 虽然 数值 上 看 比较 一般 ， 但 也 是 不得不 作出 的 妥协 ！         适马   DP1         [ 参考价格 ]   3650 元 （ 送 转接环 + 遮光罩 和 适马 原装 UV 镜 ） 
 科技 	 超炫 时尚 靓丽 长焦   三星 IT100 降至 1699 元         外观 方面 ， 三星 IT100 设计 简约 干练 ， 并 在 手持 处 配有 银色 的 简单 装点 。 它 的 三围 是 94.5 × 58.9 × 22.5 mm ， 机身 总体 还是 较为 的 传统 。 它 搭载 了 枚 3.0 英寸 的 屏幕 ， 显示 像素 为 23 万 ， 屏幕 较大 看起来 相当 的 舒适 。         该机 采用 1 / 2.33 英寸 的 CCD 感光 元件 ， 有效 像素 约 为 1 ， 220 万 像素 。 三星 IT100 采用 的 是 小巧 的 伸缩式 镜头 ， 为 5 倍 的 光学 变焦 ， 等效 焦距 值 相当于 35mm 相机 28 - 140mm ， 光圈值 为 F3.4 - F5.8 。 三星 IT100 还 为 用户 配置 了 OIS 光学图像 稳定器 和 DIS 数字图像 稳定器 ， 它 的 最近 微距 距离 为 5cm ， 快门速度 为 8 - 1 / 2 ， 000 秒 。 三星 IT100 的 感光度 范围 在 ISO80 - 3200 。         三星 IT100 的 模式 丰富 ， 其中 有 流行 的 智能 场景 模式 ， 可以 从 11 种 场景 模式 中 选择 ， 另外 ， 还有 夜景 ， 人像 ，   儿童 ， 风景 ， 近距 ， 文本 ， 构图 指南 。 IT100 还 可以 拍摄 1280 × 720 的 高清 视频短片 。 它 具有 完美 人像 可以 拍摄 出 更佳 的 人 像 效果 ， 它 的 内存 约 为 100MB ， 可 支持 SD 卡 和 SDHC 卡 ， 最大 可 支持 8GB 的 容量 。 总的来说 ， 三星 IT100 的 各 方面 还是 比较 的 实用 ， 喜欢 的 用户 可以 及时 考虑 下 。         参考价格   三星 IT100 （ 含 发票 ） ＋ 东芝   2GB   SD 卡 （ 6M / S ， 5 年 包换 ） ＋ 便携 小包 ＋ 读卡器 ＋ 3.0 英寸 保护 贴 ＋ 瑞能 10A 锂电池 ＝ ￥ 1699 
