时尚 	 组图 ： 香肩美 锁骨   性感 不 张扬 女人 哪个 部位 最美 最 性感 ？ 不是 红唇 ， 不是 翘 臀 ， 更 不是 波胸 ， 而是 肩膀 。 锁骨 ， 是 你 身着 斜肩 上装 引来 同性 羡慕 的 地方 ， 是 被 抹胸 曳 地长 礼服 衬托 得 最 耀眼 的 地方 ， 它 的 美 充满 灵性 ， 让 女人 立刻 有 了 一种 轻盈 的 气质 。 它 堪称 女人 身上 一道 最美 的 风景线 。 今夏 ， 单肩 装将 低调 并 一枝独秀 地 流行 着 ， 一抹 香肩 半边 锁骨 的 靓丽 ， 同时 造就 了 几个 层次 的 美感 ， 不 对称 、 错落 感 、 优雅 、 性感 … … 一切都在 那 微微 倾斜 的 一道 色彩 。 单肩 休闲 衫   搭配 牛仔 最 IN 如果 你 认为 ， 单肩 风潮 仅仅 适用 于 相对 正式 的 礼服 或 小 洋装 ， 那 你 就 大错特错 了 ， 一款 棉质 的 普通 T恤 ， 只 需 在 剪裁 上作 一些 调整 ， 同时 将领 口开 大 ， 就 能 轻松 呈现出 当季 最 In 的 单肩 感觉 ， 在 斜肩 处 露出 细细的 肩带 ， 搭配 牛仔裤 就 很 好看 。 时尚 女王 凯特 － 摩丝 永远 懂得 美的 定义 ， 就 连 最 普通 的 T恤 ， 一样 可以 穿出 最 Fashion 的 感觉 。 单肩 小 洋装   呈现 多样 风格 短款 单肩 连衣裙 根据 面料 、 剪裁 的 不同 ， 往往 可以 展现出 多样 、 多变 的 风格 。 礼服 型 的 单肩 连衣裙 充满 野性 ； 而 缎面 、 丝绸 材质 的 连衣裙 则 散发 着 迷人 的 青春 气息 。 “ 绯闻 女孩 ” 布莱克 － 莱 弗利 一袭 玫 红色 缎面 单肩 小 洋装 ， 玲珑 曲线 凸显 无遗 。 
 时尚 	 穿着 高筒靴 的 辣 女郎 ： 蕾 哈娜   强势 归来 ( 组图 ) 导语 ： 经历 “ 斗殴 ” 事件 之后 ， 只有 21 岁 的 蕾 哈娜 ( Rihanna ) -- 美国 歌坛 小天 后 ， 如今 北美 最 年轻 和 最具 实力 的   R & B / Soul 女歌手 借 新曲 《 Russian   Roulette 》 宣告 复出 。 过去 的 蕾 哈娜 总是 在 热带 沙滩 上 穿着 简单 的 泳衣 和 人字拖 ， 自从 时尚 雷 教母 Lady   GaGa 出现 后 ， 蕾 哈娜 好像 突然 转变 了 风格 ， 强势 归来 ， 如今 的 她 已 是 穿着 高筒靴 的 时尚 辣 女郎 。 10 月 17 日 ， 美国纽约 ， 蕾 哈娜 现身 某 音乐 播音室 。 穿着 短裙 上配 厚重 皮草 亮相 的 蕾 哈娜 再 玩 另类 ， 与 辣妹 维多利亚 有 得 一 拼 10 月 13 日 ， 某 录音棚 外 。 蕾 哈娜 依旧 是 不折不扣 的 酷美人 。 她 身着 一件 皮夹克 毛毛 翻领 ， 破洞 裤 里面 套 穿 渔网 袜 。 发型 又 变 了 ！ “ 大风 吹 ” 吹倒 了 ， 头发 全部 向 后 梳 ， 留出 光滑 的 脑门 ， 又 像 收起 刺 的 刺猬 头 。 真 可谓 是 新颖 另类 。 10 月 4 日 ， 法国 ， 2010 巴黎 时装周 ( 春夏 ) ， 蕾 哈娜 个性 发型 配 复古 垫肩 装 捧场 。 秋冬 的 黑色 套装 ， 为 张扬 的 她 增加 了 一些 优雅 。 10 月 1 日 ， 法国巴黎 ， Balmain 时装秀 ， 鸡冠 头 ， 小 西装 ， “ 小丑 裤 ” 以及 低胸 内衣 外穿 ， 全都 是 黑色 加上 多种 繁复 的 时装 元素 组合 在 一起 ， 蕾 哈娜 成功 混 搭 。 10 月 9 日 ， 德国 柏林 ， 蕾 哈娜 现身 柏林 为 自己 的 新专辑 拍摄 封面 写真 。 蕾 哈娜 内 穿 一件 类似 泳衣 的 连身 衣裤 ， 外 搭 耸肩 白色 皮草 大衣 ， 继续 大玩 混 搭 ， 脚上 的 一双 系带 白色 高跟鞋 与 她 古铜 的 肤色 十分 相称 。 不过 造型 还是 有点 雷人 ， 让 人 不禁 联想 到 Lady   Gaga 。 
 时尚 	 组图 ： 前门 ZARA   8 款 单品 搭出 优雅 OL 导读 ： 前门大街 改建 后 ， 也 要 成为 潮流 的 商业街 了 。 古建筑 上 的 “ ZARA ” 大 logo 着实 吸引 不少 游客 。 这次 在 ZARA 店内 看到 更 多 的 是 经典 而 又 常见 的 衣服 ， 想起 一句 话 ： 经典 而 不 传统 ， 优雅 却 不 刻意 ！ 你 、 我 想要 的 不 正是 这种 感觉 吗 ？ 折扣 情况 ： 没有 折扣 ！ 商店 大部分 都 是 应季 货物 ， 而且 崇文门 商业区 领导人 曾 表示 ： “ 前门大街 是 严格 禁止 频繁 打折 促销 活动 的 ， 因为 价格战 很 容易 内 藏 虚假 。 ” 货源 情况 ： 1 、 一层 女装 ， 二层 男装 ( 本文 以 介绍 女装 为主 ) 2 、 秋冬季 新货 已 上架 ， 但是 冬款 的 衣服 相对来说 还是 比较 少 。 新货 中 也 不乏 轻薄 服装 ， 颜色 多以 黑白 灰 为主 。 3 、 衣服 款式 随意 、 经典 ， 以 衬衫 、 公爵 衬衫 、 铅笔 裙 、 连衣裙 等 为主 ， 上班 、 休闲 均 可 。 鞋子 和 其它 ZARA 分店 一样 两个 极端 ， 要么 平底 、 要么 超高 ， 在 这 提 一句 ： 平底鞋 还是 超 舒服 的 ， 码号 也 偏大 ， 大脚 的 您 不要 错过机会 哦 ！ 购物 环境 ： 1 、 前门 ZARA 店 的 店铺 宽敞 ， 环境 优雅 ， 小编 两次 周末 探访 都 没有 遇上 人潮 拥挤 的 情况 ， 那么 你 就 不用 怕人 多 而 影响 购物 心情 了 ！ 2 、   试衣间 充足 ， 一层 大致 有 12 个 ( 没有 具体 数 ) 。 交通 情况 ： 交通 还 算是 便利 的 。 前门大街 是 步行街 ， 到 前门 ZARA 店 的话 只能 从 步行街 街头 或 结尾 走 过去 ( 不是 很长 的 路程 ) 。 地铁 2 号线 “ 前门 站 ” 下 ， 进入 步行街 后往 南边 走 ， 10 分钟 内能 到 。 产地 ： 西班牙 面料 成分 ： 67% 棉   29% 锦纶   4% 氨纶 衬衫 样式 品种繁多 ， 相比 模特 身上 的 立方 领 衬衫 ， 小编 身上 的 这件 更 柔美 些 。 胸前 的 荷叶 边 在 源源不断 地 传递 着 女性 气息 。 产地 ： 西班牙 面料 ： 64% 涤纶   34% 粘纤   2% 氨纶 铅笔 裙 更是 OL 秋日 必备 的 单品 ， 各大 时尚杂志 也 都 在 推荐 ， 一条 美丽 、 合身 的 铅笔 裙会 让 你 身材 气质 兼备 。 
 时尚 	 组图 ： 秋日 浪漫 约会 装 闪亮 惹 他 爱 导语 ： 告别 炎炎夏日 ， 我们 终于 可以 享受 那 份 闲情逸致 ， 踏着 金黄 的 落叶 ， 秋日 恋曲 徐徐 奏起 。 秋天 除了 给 人 一份 好 心情 ， 添置 一些 秋日 新潮 货 也 少不了 。 为了 给 心爱 的 男朋友 不同于 夏日 的 时尚 感觉 ， 美女 们 心里 也 在 蠢蠢欲动 了 吧 ！ 穿 什么 衣服 和 他 约会 ， 才能 让 他 眼前一亮 ， 才能 让 感情 升温 呢 ？ 约会 地点 ： 郊外 时尚 点评 ： 虽然 全身 都 是 冷色 系 ， 可是 却 给 人 温和 ， 清新 的 感觉 ， 是 和 男朋友 一起 郊游 舒服 又 养眼 的 装扮 。 V 领 的 宽松 墨绿色 连衣裙 ， 活动 起来 相当 方便 ， 十分 的 欧美 风 ， 很 随意 。 搭配 的 条纹 针织 长款 上衣 ， 显露出 几分 小小的 女人味 ， 小 礼帽 是 点睛之笔 。 约会 地点 ： 逛街 时尚 点评 ： 秋季 不能 没有 一件 可爱 的 卫衣 ， 小女孩 穿 起来 青春 活泼 ， 大 女人 穿 起来 立马 年轻 好几岁 。 红色 的 字母 卫衣 走 在 肃穆 的 大街 上 想 不 扎眼 也 不行 啊 ， 白色 的 毛 毛线帽 ， 加上 旋转 的 小辫 辫 ， 真 一个 可爱 了 得 啊 ！ 和 男朋友 一起 去 逛街 再好不过 的 甜美 可爱 打扮 ！ 约会 地点 ： 电影院 时尚 点评 ： 终于 盼 到 久违 的 周末 ， 电影院 大片 正在 热映 ， 一起 去 看场 爱情 电影吧 ！ 浪漫 的 地方 ， 浪漫 的 事情 ， 打扮 得 浪漫 点 吧 ！ 穿 上 新 买 的 墨绿色 斗篷 式 毛衣 ， 大大的 领口 ， 连 围脖 也 省 了 ， 戴上 纯白 的 贝雷帽 ， 和 内衬 上下 呼应 。 简简单单 就 打造出 一个 甜美 浪漫 的 LOOK ， 牵着 你 的 手 他 一定 会 觉得 倍儿 有 面子 ！ 约会 地点 ： 餐厅 时尚 点评 ： 想要 有 女人味 ， 哪能 少得 了 雪纺 连衣裙 ！ 一件 小小的 雪纺 连衣裙 尽显 女人 的 柔媚 与 温柔 ， 可是 天气 真的 很 冷 哦 ， 要是 冻坏 了 ， 岂 不是 很 狼狈 ？ 加上 一件 军装 小 外套 吧 ， 保暖 又 不失 小小的 帅气 ， 还 可以 修饰 掉 女生 的 娇气 。 这样 穿 真的 很棒 ， 和 男朋友 去 餐厅 吃饭 时 就 这样 穿 好 了 。 
 时尚 	 组图 ： 高跟鞋 落伍 短靴 盛行 欧美 导语 ： 高跟鞋 确实 可以 令 一个 女人 自信 有 魅力 ， 但 想要 展现 自我 的 个性 并非 只有 高跟鞋 能够 满足 你 的 要求 ， 一双 短靴 ， 带有 复古 的 浪漫气息 ， 只要 搭配 简单 的 服饰 ， 就 令 让 你 散发出 个性 魅力 ， 洋溢着 年轻 的 时尚 与 独特 。 编辑 看点 ： 此款 短靴 采用 拉链 的 设计 ， 非常 简洁 大方 。 暗哑 的 皮质 令 整款 靴子 散发出 浓浓的 复古 风味 ， 最合适 搭配 简单 大气 的 裙装 。 令 你 在 简约 中 体现 出 极为 华丽 与 雅致 。 编辑 看点 ： 硬朗 的 机车 衫 内 搭 一件 色彩 凭借 衬衫 ， 非常 抢眼 。 棕色 的 绑带 的 短靴 最能 迎合 深秋 的 意味 。 机车 硬朗 的 风格 与 简洁 经典 的 短靴 ， 展现 街头 青春 气息 。 编辑 看点 ： 层层叠叠 的 雪纺 蛋糕 长裙 传递 出 甜美 感觉 ， 搭配 黑色 小 西装 与 黑色 鱼嘴 短靴 ， 致 线条 与 流动 感 ， 宛若 就是 直接 从 女子 的 足部 勾勒 出 的 线条 。 展现出 女性 的 优美 优雅 。 编辑 看点 ： 工装 牛仔裤 ， 使 全身 曲线 毕露 ， 让 你 特别 亮眼 哦 ， 一身 的 搭配 最 抢眼 的 莫过于 双脚 上 的 那双 高跟鞋 了 ， 包裹 双脚 的 黑色 短靴 充满 复古 的 味道 ， 让 你 感受 秋冬 季节 的 浪漫 复古 风情 ！ 
 时尚 	 街 拍 ： 本土 明星 时尚 指数 有 多少 ？ ( 组图 ) 导语 ： 天天 在 关注 欧美 和 日 韩 的 明星 街 拍秀 ， 今天 我们 也 来 “ 818 ” 国内 明星 的 出街 造型 ！ 究竟 哪些 明星 的 造型 最 让 你 惊喜 ， 哪些 明星 的 穿衣 品味 有待 提高 ？ 下面 ， 特别 为 报友们 奉 上海 量 的 国内 明星 街 拍 ， 兴许 可以 从中 找到 你 心目 中 的 国内 Fashion   Icon 哦 ！ 
 时尚 	 组图 ： 好莱坞 明星 超萌 单品 1 衣 3 搭 导语 ： 不仅 平日 百姓 的 我们 要 节约 ， 看看 欧美 大牌 明星 也 打起 一衣 多 穿 的 招牌 ， 一件 多 利用 ， 免得 浪费 白花花 的 银子 ， 最 重要 的 是 好端端 的 衣服 就 压箱底 着实 的 可惜 了 。 怎样 算是 搭配 高手 ， 既 节约 又 有 型 ， 是 我们 学习 借鉴 装扮 的 榜样 。 来 和 小编 看看 一条 裙子 、 一件 衣服 、 一副 眼镜 、 一条 裤子 怎样 可以 达到 如此 之多 的 出镜率 ， 重点 是 每次 出场 都 让 人 感觉 焕然一新 ， 完全 没有 旧物 多至 的 困惑 ！ + 一条 裙 夏季 一条 裙 ， 入秋 怎么 搭 都 不为过 ， 外 搭 一件 针织衫 、 皮衣 、 外套 既 保暖 又 可 穿 出 层次感 ， 重点 放在 颜色 搭配 上 ， 下面 两组 都 是 亮色 系 的 one   piece ， 颜色 的 搭配 不宜 过多 ， 最好 可以 找到 身上 现有 的 颜色 做 整体 和 局部 的 色调 搭配 ， 这样 不 突兀 ， 不用 担心 穿 错衣 。 其次 是 裙子 肩膀 部分 ， 尽量 挑选 无肩带 的 ， 理由 是 针织衫 材质 较 薄 ， 避免 拖沓 的 效果 出现 。 +   Dress   Up 高调 关键词 ： 花纹 、 连衣裙 时尚 唠叨 ： 小编 很 喜欢 的 欧美 明星 jessica - alba ， 脖子 长穿 什么 都 亮眼 ， 大 印花 图案 one   piece ， 渐到 深秋 ， 上海 这样 的 天气 就 可以 这样 搭 了 ， 颜色 亮丽 还有 型格 ， 适合 南方 女孩 的 白稚 肌肤 。 +   Dress   Up 高调 关键词 ： 花纹 、 连衣裙 时尚 唠叨 ： 80 年代 复古 连衣裙 ， 最 适合 妙龄 的 女孩 演绎 ， 看似 随意 ， 但 风情 尽显 。 胸部 设计 是 重点 ， 尽情 演绎 田园 风 。 +   Dess   Down 低调 关键词 ： 黑色 、 超短 内 穿 时尚 唠叨 ： 绯闻 女孩 、 IT   GIRL ， 黑色 是 最好 的 解说 语 ， 演绎 的 其实 是 三种 不同 的 连衣裙 ， 左边 ： 蝴蝶 边 连衣裙 搭配 机车 夹克 ， 难道 是 刚 与 柔 的 结合 ？ 中间 ： 重点 是 连衣裙 下摆 的 铆钉 ， 打破 整体 黑色 。 右边 ： 黑 白色 条纹 永是 经典 不 落败 啊 。 + 一件 衫 马甲 式 的 外套 是 很 百 搭 的 单品 ， 既 可以 轻松 演绎出 街装 ， 又 可以 稍加 严肃 出席 正式 场合 ， 打底 要 简单 不宜 复杂 ， 下面 紧身 牛仔裤 见长 ， legging 也 是 今年 大肆 流行 的 搭配 。 + Dress   Up 高调 关键词 ： 剪裁 、 夹克 、 白色 时尚 唠叨 ： 白色 马甲 剪裁 是 重点 ， 演绎 两款 黑 白色 对比 ， 首饰 简单 大气 亦 好 ， 都 是 以 黑色 裤子 为 单品 。 
 时尚 	 组图 ： 杭州 街 拍 遭遇 时尚 “ 蝙蝠侠 ” 导语 ： 就 像 迪斯科 一样 ， 蝙蝠衫 也 是 上 世纪 80 年代 的 经典 象征 。 如今 ， 它 又 回来 了 ！ 于是 ， 杭州 街头 的 潮 人们 纷纷 争当 时尚 的 “ 蝙蝠侠 ” 。 推荐 款 ： 包 臀款 用来 当 连衣裙 ， 而 足够 宽松 的 效果 又 能 突显 纤细 的 腿部 线条 。 推荐 ： 堆 领款 上身 纤瘦 的 MM 很 适合 堆领 的 款式 。 层层叠叠 的 领口 很 有 设计 感 ， 让 整件 衣服 都 不再 单调 。 推荐 ： 超长 款 超长 款 的 蝙蝠衫 可以 直接 当 连衣裙 穿 。 推荐 ： 露肩款 露出 肩膀 和 一条 肩带 ， 会 增添 不少 妩媚 感 。 不过 记得 一定 要露 得 自然 ， 别 让 人 觉得 是 你 衣服 没穿 好 。 
 时尚 	 组图 ： 白色 外套   09 秋冬 秀场 经典 新 演绎 导语 ： 对于 近两年 的 特殊 经济 形式 ， 09 秋冬 的 T台 ， 尽管 皮革 与 皮草 大放 着 异彩 ， 但 对于 众多 设计师 而言 ， 放弃 过多 的 装饰 元素 ， 回归 本质 ， 玩起 极 简 的 经典 品才 是 主流 。 所以 ， 干练 的 白 外套 也 从 众多 成衣 中 脱颖而出 成为 主角 。 无论 搭 上 一条 完美 的 牛仔裤 或是 西装裤 又 或是 小 短裙 ， 白色 外套 在 任何 时候 都 能 给 人 感觉 洁净 优雅 ， 或许 这 就是 它 的 魅力 所在 。 Oversize 的 白 西装 搭配 V 领薄 针织衫 与 丝绒 长裤 ， 这个 秋天 让 我们 一同 回去 上 世纪 80 年代 。 又 是 一套 80 年代 早期 风格 系列 ， 高腰 的 流畅 裤 装配 以 宽肩 长 西装 ， 显得 帅气 干练 ， 相信 如此 实穿 又 时髦 的 单品 一定 会 成为 白领 们 再次 追逐 的 对象 。 象牙白 绸缎 的 白色 套装 ， 在 金融危机 当下 ， Ralph   Lauren 推出 如此 精致 舒适 的 外套 实在 是 聪明 的 选择 端平 的 肩线 是 这个 秋冬 Michael   Kors 秀 场上 反复 出现 的 元素 ， 于是 拿 上 一个 荧光 色手 包 ， 穿 上 一件 白色 粗 呢大衣 和 一条 窄 腿 黑裤 ， 像不像 从 70 年代 电影 中 走出 的 办公室 女郎 。 
 时尚 	 组图 ： 美人 接招 铆钉 狂潮   细微处 有 闪亮 的 光芒 导语 ： 这 边厢 还有 人 在 为 来 年 的 春夏 时装周 奔走 ， 那 边厢 就 有人 滑入 未知 的 深渊 ： 继 法国 的 克里斯 汀拉夸 ( ChristianLacroix ) 、 德国 的 Escada 无奈 宣布 破产 之后 ， 知名 日本 服装 设计师 山本 耀司 旗下 公司 9 日 也 申请 破产 保护 。 三家 公司 代表 的 风格 截然不同 ， 但 却 殊途同归 地 走入 困境 ， 可见 金融危机 对 时尚界 冲击力 之大 。 因此 ， 在 这个 09 秋冬 ， 我们 越发 要 给 自己 带来 些 亮点 ， 就算 衣服 都 是 走 黑白 灰 路线 ， 只要 细微处 有 闪亮 的 光芒 ， 心情 就 会 愉悦 一些 。 “ 铆钉 ” 恰如其分 地 崛起 ， 给予 我们 一个 放松 身心 、 照耀 他人 的 理由 。 优雅 的 铆钉 上 世纪 90 年代 ， 铆钉 第一次 在 大陆 走红 ， 最 常见 的 打扮 就是 小青年 模仿 影视明星 穿 皮衣 ， 上面 规则 或 不规则 地缀 有 发亮 的 铆钉 ( 数量 不算 多 ， 也 不是 非常 立体 的 形状 ) ， 配 上 摩丝 造型 出来 的 新发型 ， 瞬间 成为 “ 最拉风 ” 的 焦点 所在 。 一般来说 ， 铆钉 都 是 跟 皮衣 或者 外套 合作 ， 但 到 了 09 年秋冬 ， 我们 发现 在 国际 大 品牌 各 设计师 的 摆弄 下 ， 铆钉 不仅 登堂入室 ， 还 一 屁股 坐在 “ 优雅 ” 的 位置 上 ， 久久 不肯 让位 。 第一种 情况 是 ， 铆钉 的 应用 不 张狂 ， 只 偶尔 得体 地 出现 在 不 显眼 处 ， 恰如其分 地 迎合 风潮 。 如新晋 爆红 的 华裔 设计师 AlexanderWang 一样 手巧 ， 在 裤子 侧面 安排 两行 突出 的 铆钉 ， 不是 扑面而来 的 冲击 ， 而是 耐人寻味 的 神秘 ， 为 身体 曲线 加入 几分 迷离 ， 看起来 也 更 性感 更 危险 。 第二种 情况 是 ， 铆钉 大举 进入 高级 定制 的 T台 上 ， 它 的 形式 也 随之 有 了 不同 的 改变 ， 绝对 不 狂热 ， 优雅 是 关键词 ， 晚礼服 甚至 婚纱 也 见 其 踪影 。 从 GIORGIOARMANI 到 Givenchy ， 从 Chanel 到 Valentino ， 均持 狂热 的 追捧 姿态 ， 它们 希望 以 繁复 的 “ 铆钉 图纹 ” 带来 新 的 突破 ， 让 看官 们 心悦诚服 ： 有 不满 全身 的 设计 手法 ， 展现 的 是 华贵 不可 侵犯 的 模样 ； 也 有 运用 彩色 的 新 尝试 ， 红色 或者 金色 的 纹样 组合 ， 让 铆钉 设计 变得 更加 民俗 味 ； 还有 全身上下 的 一致 风格 ， 从 帽子 、 外套 到 鞋子 的 组合 ， 让 你 感叹 其 多变性 。 明星 引领 潮流 往往 是 由 一个 辨识 度 较 高 的 包包 开始 的 ， 不论 你 是 现在 爱 走 高雅 路线 的 安吉丽娜 ， 还是 最潮 最怪 的 LADYGAGA ， 她们 都 会 选取 一个 相应 的 铆钉 包来 证明 自己 的 江湖 地位 。 从手 抓 包到 小 拎包 再 到 晚装 包 ， 铆钉 的 曝光率 非常 高 ， 以 明星 的 角度 来 理解 很 简单 ， 以 平民 的 方法 来 阐述 则 是 ： 身上 可以 穿得 黯沉 一些 ， 但是 动辄 上万元 的 名牌 包 ， 一定 要 炫 ， 最好 其他人 被 炫得 眼睛 也 眨 不 过来 。 摇滚 的 内涵 当然 ， 还是 离不开 其本 有 内涵 -- 摇滚 气质 。 从 前卫 的 Giles 、 Louise   Goldin 到 当红 的 Balmain 、 JustCavalli 。 典型 的 摇滚 装扮 ， 黑色 皮革 的 机车 夹克 ， 领口 和 袖口 装饰 着 铆钉 ， 层层叠叠 的 闪亮 配饰 使 之 更 倾向 于 华丽 摇滚 。 而 比较 实用 的 款式 ， 不 需要 夸张 的 翘 肩 ， 也 不必 从头到脚 镶满 尖钉 ， 基础 款 的 夹克 ， 西服 或 小 马甲 只 需 储备 一件 即可 。 就 我们 日常 搭配 来说 ， 单单是 一件 可爱 的 铆钉 短 皮衣 搭配 连衣裙 或者 大头 T恤 ， 效果 就 非常 不错 ， 不 需要 很 朋克 ， 但 好歹 要 有 些许 “ 颓废 ” 的 气息 ， 至于 铆钉 的 排列 顺序 则 不 需要 太 多 讲究 ， 你 喜欢 就 可以 。 没 看到 好莱坞 大美女 斯嘉丽为 品牌 拍摄 秋冬 广告 时 ， 就 以 一件 黑色 铆钉 夹克 + 狼头 T恤 + 迷离 眼神 夺人 心魄 吗 ？ 记住 ， 要 想 有 内涵 ， 绝对 要 在 穿着 时 贴合 一下 主题 。 
 时尚 	 组图 ： 跟 Drew 学 圆润 妞 寒秋 拯救 方案 导语 ： 说起 Drew   Barrymore ， 大家 还 记得 她 就是 那位 在 ET 里面 的 可爱女生 吗 ？ 然而 慢慢 长大 ， 她 也 步入 了 好莱坞 童星 的 误区 ， 吸毒 爱玩 等 新闻 不断 传出 。 不过 现在 的 她 已经 洗心革面 ， 重新 走上 工作 的 正轨 ， 接连 拍 了 不少 可爱 的 文艺 爱情片 。 依然 那么 的 甜美 可人 ， 那么 的 天真 。 今天 我们 一起 看看 身型 微胖 的 她 ， 是 如何 穿 搭 服装 的 吧 。 一直 都 觉得 Drew   Barrymore 是 少数 不需 减肥 的 女明星 。 她 的 圆润 ， 加之 金发碧眼 ， 组合成 一副 独特 的 天真 少女 模样 。 若 没有 这种 婴儿 肥 ， 就 失去 了 那种 甜 ， 而 只 剩下 普通 金发 美女 姿色 。 在 好莱坞 ， 有 成千上万 名 金发 美女 ， 没什么 值得 比较 。 提示 ： 掩盖 宽厚 肩部 同场 加映 ， 两个 圆润 妞 的 对决 。 你 是否 觉得 这件 裙 ， 如果 没有 肩膀 部分 的 纱 ， 是 会 显得 膊 头 粗壮 ？ 加 一点点 若隐若现 的 闪烁 ， 立即 将 视线 模糊 。 这是 一项 良好 提示 -- 诸位 想要 穿露 肩裙 又 怕 熊腰虎背 的 ， 不妨 试试 。 那种 披个 披肩 的 做法 虽然 也 有效 ， 但 却是 老旧 了 点 ， 咱们 换个 新鲜 的 吧 ？ 提示 ： 适当 的 点缀 打破 色彩 的 整体感 当 你 成为 数一数二 的 女演员 兼 制作 人 ， 事业 感情 双 得意 ， 穿 什么 也 都 不是 太 紧要 。 除了 胳膊 ， Drew 同学 的 腰 臀 线条 还是 很美 -- 胖得 紧致 ， 亦 是 种 了不起 ！ 我 喜欢 鞋子 与 拉链 之间 的 呼应 。 缎面 高跟鞋 是 相当 适合 圆润 款 的 ， 它 弥补 了 圆润 身材 不 适合 穿 绸缎 的 遗憾 ， 增加 点 恰到好处 的 华丽 气质 。 提示 ： 慎穿 裸靴 我 喜欢 这种 有 气派 的 灰色 叠 搭 ， 并用 普蓝 作为 结尾 。 Drew 很 喜欢 穿及 踝 靴 。 但 说实话 ， 这种 鞋 不是 那么 适合 圆润 妞 穿 ， 很 有点 头重脚轻 的 感觉 。 以前 有部 什么 玩偶 卡通 ， 里头 的 猪 小姐 貌似 穿着 高跟鞋 就是 这种 效果 -- 卡 在 脚踝 、 且 足弓 很 高 的 鞋子 ， 请 慎重 穿着 ！ 它会 把 脚 缩小 ， 同时 也 显得 上身 更为 庞大 。 
 时尚 	 组图 ： 15 个 亚洲 mm 示范 永恒 时尚 搭配 导读 ： 黑色 始终 是 黑色 ， 每 一季 都 值得 被 时装 迷们 反复 咀嚼 。 但 长久以来 ， 时装界 的 黑色 风潮 几乎 却 只 剩 人手 一条 的 小黑裙 及 少数 人 偏爱 哥特 风 。 这个 秋冬 ， 眼看 黑色 翻着 花样 又 回来 了 ， 就 用 黑色 完成 你 的 耀眼 装扮 吧 ！ 不管 每年 国际 流行 趋势 如何 变化 ， 黑色 永远 是 当仁不让 的 主流 色彩 ， 美眉 们 的 衣橱 里 总 也 少不了 几套 优雅 的 黑色 套装 或 单品 ， 它 能 让 你 看上去 更 瘦 ， 还 有点 神秘感 ！ 可是 黑色 有个 最大 的 问题 就是 ， 东方人 的 发色 是 黑 的 ， 皮肤 色泽 黄 ， 穿 黑衣 会 显得 无精打采 ， 看着 连带 心情 都 有些 郁闷 ， 因此 如何 把 黑色 穿 出 时尚 、 明艳 的 感觉 ， 才 是 关键 之 所在 ！ 长款 设计 的 人 像 T恤 搭配 紧身裤 ， 上 宽 下 紧 的 穿衣 法 把 整个 人 衬托 得 非常 好看 ， 高挑 的 感觉 很 有 吸引力 ， 外 搭 西装 外套 ， 成熟度 很 高 哦 ！ 街头 达 人 示范 ： 近年 流行 的 动物 图案 印花 ， 搭配 黑色 时装 十分 抢眼 。 闪亮 的 皮质 短 夹克 ， 皮质 短裤 则 更 紧绷 ， 使 穿着者 的 轮廓 显得 十分 紧凑 ， 不 需要 其他 首饰 ， 一件 兽纹 的 内衫 足够 精彩 。 秋冬 要 实现 大面积 的 薄 透 十分 不易 ， 皮夹克 搭配 雪纺裙 足够 帅气 ， 设计师 运用 两种 面料 质地 的 对比 ， 使得 这 身 造型 帅气 而 性感 十足 ， 所以 用 面料 制造 视觉 层次 是 好 办法 。 
