时尚 	 美人 时刻 ： 当 白衬衫 碰上 水 ( 组图 ) 导语 ： 女明星 们 有时 为了 性感 出 位 ， 不惜 暴露 身体 的 各个 部位 ， 然而 都 说 性感 的 最高 境界 是 隐约 窥视 的 魅力 ， 那么 湿身 装 绝对 是 令 男人 神魂颠倒 ， 令 女人 都 无法 正视 的 一类 诱惑 突袭 法 。 其实 最 简单 最 朴素 的 白衬衫 一直 是 终极 诱惑 的 一种 ， 只要 解开 三粒 扣子 或 湿身 ， 那 若隐若现 的 性感 诱惑 绝对 秒杀 众生 。 安吉丽娜 - 朱莉 一件 极其 普通 的 白色 背心 ， 穿 在 朱莉 的 身上 ， 比 着 性感 泳衣 更能 掠夺 住 人们 的 目光 … …   蔡妍 和 徐仁英 随着 音乐 的 旋律 ， 蔡妍 和 徐仁英 进入 水帘 上 的 一瞬间 ， 白色 上衣 被 水 浸透 ， 黑色 内衣 马上 就 显露 了 出来 ， 画面 极具 诱惑 。 周显 欣周 显欣 的 别名 — — 巩俐 的 “ 裸替 ” 。 如果 不是 之后 有 “ 巩俐 裸替 ” 这样 的 新闻 爆 出来 ， 也许 很少 有人 注意 到 ， 原来 《 周渔 的 火车 》 里面 有 两个 “ 巩俐 ” ， 其中 一个 就是 周显欣 。 江一燕 虽然 也 是 湿身 ， 但是 江一燕 的 湿身 却 那么 清新自然 ， 别有 一番 风情 。 
 时尚 	 无 裤装 进化史 ： 一百年 剪光 女人 的 裙子 ( 组图 ) 导语 ： 就算 你 否认 “ 裙长 理论 ” ， 你 不能 否认 的 现实 还是 摆在 眼前 了 ： 千禧年 以来 经济繁荣 发展 ， 裙长 不能 再 短 ， 所以 干脆 不要 下装 了 ？ 看着 80 年代 的 宽肩 如今 那 火爆 程度 ， 于是 从 衣柜 里 拽 出 那些 原本 老掉牙 的 衣服 改 一下 套 身上 就 玩 起 了 复古 。 今天 流行 紧身 牛仔裤 ， 明天 找 来 紧身   leggings 替代 裤子 ， 后天 干脆 不 穿 了 。 一百多年 以前 ， 女 人们 逐渐 舍弃 繁复 的 裙 撑 和 厚重 的 衬裙 ， 经济 发展 科技进步 的 同时 女 人们 也 在 不断 争取 自己 更 多 的 自由 ， 解放 自身 首先 要 解放 双腿 和 腰身 的 束缚 ， 于是 便 有 了 这部 发展 至今 让 人 啼笑皆非 的 百年 裙长 演变史 ， 亦 或 称 之 无 裤装 进化史 。 1910 ’ s ： 及踝 长裙 ( 芭蕾舞 长裙 ) 关键词 ： 爱德华 风格 ， 波 莱特 及踝 长裙 和 宫廷 长袍 的 风靡 ， 没有 所谓 “ 少即 是 多 ” 的 法则 1901 - 1910 年 在 爱德华 三世 统治 英国 期间 ， 爱德华 风格 是 当时 流行 的 奢华 风格 一种 ， 沙漏 造型 ， 紧身胸衣 以及 百合 状 的 长裙 组成 。 另外 ， 一代 “   时尚界 的 统治者 ” 的 法国 设计 大师 Paul   Poiret ( 保罗 - 波 莱特 ) 倾向 设计 线条 流畅 的 裙装 ， 灵感 来自 于 法国 执政 内阁 时期 的 风格 和 东方 风格 ， 一并 涵盖 设计师 自身 生活 工作 环境 的 华丽 风格 。 1912 年 更是 设计 出 了 一种 极端 的 裙子 ， 下摆 收窄 ， 裙长 及 踝 ， 臀部 较 宽 的 斜 开式 ， 着 裙者 甚至 无法 卖出 三 英寸 额 步履 ， 即 红极一时 的 “ 蹒跚 裙 ” 。 波 莱特 崇尚 东方 美学 ， 一改 19 世纪 被 强调 的 束缚 线条 ， 华丽 俄罗斯 宫廷 感 的 细节 处理 ， 波斯 味十足 的 穿戴 加之 松身 舒适 的 长裙 深受 当时 的 贵族 和 时髦 女子 的 宠爱 。 1920 ’ s ： 中裙 关键词 ： 中性 风潮 出现 ， Flappers 的 宽松 低腰 连身 短裙 ， 可可 - 香奈儿 ( 套装 ， “ 少即 是 多 ” ， 小黑裙 ) 第一次世界大战 之后 ， 女装 发生 了 革命性 的 变化 ， 女权运动 是 其中 最 重要 的 影响 因素 之一 。 一批 新型 的 、 更加 职业化 的 女性 的 涌现 ， 促使 职业装 应运而生 。 人们 不再 需要 那种 使 身体 扭曲 变形 的 紧身衣 ， 开始 拒绝 那些 强调 女性 特征 的 设计 ， 而是 需要 更 多 的 腿部 自由 。 由此 便 出现 了 简单 宽松 的 直筒 连衣裙 和 直 筒裙 。 简约 设计 的 香奈儿 套装 也 应运而生 ， 经典 小黑裙 也 从 当时 开始 。 相比 日装 之下 的 晚装 部分 ， 受到 “ 喧嚣 的 20 年代 ” 下 Flappers ( 短 头发 、 短裙 、 化妆 且 经常 出没 于 爵士乐 派对 现场 的 年轻 女子 ) 的 出现 ， 饰以 珍珠 、 亮片 、 流苏 的 宽松 低腰 连身 短裙 也 就 一度 盛行 开来 。 1930 ’ s ： 至 胫骨 裙 ( 长及 小腿 中部 的 裙长 ) 关键词 ： 瘦长 身形 ， 艾尔莎 - 夏帕 瑞丽 ( Elsa   Schiaparelli ) 的 创新 随着 女性 衣橱 的 详尽 细分 以 适应 不同 的 场合 ， 比如 城里 还是 郊外 ， 酒会 还是 非正式 的 派对 ， 体育 活动 等等 ， 这 一时期 的 女裙 常 采用 垂感 号 的 面料 ， 长及 小腿 ， 突出 腰线 ， 臀部 收窄 ， 下摆 展开 。 通过 采用 斜裁 、 垂悬 、 围裹 突出 线条 的 精致 ， 腰线 回归 原来 的 位置 。 尽管 经济 萧条 ， 30 年代 能 是 人人 渴求 创新 的 年代 ， 与   20 年代 的 香奈儿 媲美 的 当属 意大利 设计师 艾尔莎 - 夏帕 瑞丽 的 设计 ， 总是 以 别出心裁 征服 众人 的 她 在 30 年代 后期 的 时候 更 将 时装 的 重点 从 腰 臀部 移至 肩部 ， 加宽 垫肩 视觉 上收 小 了 腰 腹 线条 ， 此种 从 伦敦 近卫军 制服 上 得到 灵感 而 设计 出 的 女装 也 被 当时 的 是 时尚杂志 评为 夏帕 瑞丽 “ 最具 想象力 的 创造 ” 。 
 时尚 	 组图 ： 印花 连衣裙   让 流行 继续 过冬 导语 ： 这 一季 你 有没有 季节 交错 的 感觉 ？ 铺天盖地 的 印花 连身 裙 让 这个 秋冬 不再 寂寞 ， 缤纷 的 色彩 和 各式各样 的 花形 装点 着 你 的 衣橱 。 这个 单品 具有 如下 特性 ： 1 . 穿着 季节 较长 ， 可以 贯穿 几个 季节 ； 2 . 有 那么 点 小小的 明星 气质 却 不失 亲 和 ； 3 . 搭配 空间 广泛 ， 与 各色 单色 外套 搭配 都 有款 有型 ！ Nickey   HiltonNickey   Hilton 拥有 着 耀眼 的 魅力 ， 同样 是 时尚 年轻人 的 标榜 对象 ， 身着 一身 豹纹 图案 露肩 连衣裙 野性 中 透露 出 甜美 气息 ， 黑色 裤袜 勾勒 出 美好 的 腿部 线条 。 Chloe   Cummings 名模 Chloe   Cummings   身着 油画 图案 连衣裙 俏丽 逛 夜店 ， 脚蹬 一双 罗马 鞋 的 她 看上去 身轻如燕 ， 全身 的 艳丽 颜色 衬托出 良好 肤色 ， 搭配 简洁 的 款式 尽显 大牌 气质 。 H & M   连衣裙   新品 未 定价 田园 碎花 图案 对比色 的 花朵 带来 浓郁 的 田园 风 ， 简洁 的 款式 打破 凌乱 塑造 强烈 整体感 ， 宽松 裙摆 让 双腿 更 纤细 。 Mango   连衣裙   新品 未 定价 田园 碎花 图案 低 跨 设计 凸显出 美翘 臀部 ， 暗色 规则 印花 很 有 复古 意味 ， 轻易 衬托出 不俗 品位 。 
 时尚 	 尼基 希尔顿 无 任何 规则 的 混 搭尼基 希尔顿 外面 是 街头 味十足 的 涂鸦 式 印 花帽 衫 ， 里面 却是 珠片 背心 ， 再 搭配 风格 迥异 的 西裤 ， 无 任何 规则 的 混 搭 因为 黑 灰白 的 基础 色调 而 呈现出 异常 协调 。 张扬 、 无约束 的 混 搭 手法 已经 成为 Paris   Hilton 的 个人 标示 ， 丝绒 帽衫 有种 奢华 的 气质 ， 和 长裙 ？ 两件 本 不相干 的 单品 相遇 并 产生 出 奇妙 效应 ， 也 只会 发生 在 希尔顿 的 身上 ， 产生 依然 华贵 奢靡 的 气息 。 帽衫 和 毛衫 两种 不同 材质 的 混 搭 ， 既 增加 了 保暖 度 ， 更 将 休闲 和 淑女 的 气质 共冶 一炉 。 西服 是 正式 装 ， 搭配 休闲 感 的 帽衫 和 牛仔裙 ， 完全 颠覆 了 正装 的 感觉 ， 绒毛 边 的 靴子 和 着装 颜色 相 协调 ， 带 出 休闲 的 味道 。 虽然 是 全身 的 黑 灰色 调 ， 却 没有 一点 沉闷 的 气息 。 单品 推荐 ： A02 阿桑娜   价格 ： 438 元 A02 阿桑娜   价格 ： 468 元 
 时尚 	 明星 衣柜 必备 款 ： 活力 连帽衫 ( 组图 ) 明星 对 连 帽衫 向来 情有独钟 ， 例如 Paris   Hilton 、 Lindsay   Lohan … 上街 时 墨镜 一架 ， 帽衫 一套 ， 面对 狗仔队 的 长枪 短炮 也 坦然 的 多 ！ 事实上 ， 不要 以为 连帽衫 只是 运动衫 而已 ， 它 带 着 与生俱来 的 街头 与 叛逆 感 ， 兼有 活力 十足 的 运动 气息 ， 是 时尚 指数 很 高 的 搭配 单品 哦 ！ 希尔顿 经常 会以 全身 运动装 示人 ， 各种 色彩 和 相 呼应 的 墨镜 是 她 的 法宝 ， 内 搭 的 T恤 也 各不相同 ， 从 可爱 的 kitty 猫 到 红唇 ， 以及 珠片 tee ， 让 人 眼花缭乱 ， 不过 ， 舒适 而 活力 十足 的 搭配 很 符合 她 年轻 张扬 的 个性 。 这种 套 头帽 衫 一直 以来 都 很 受 日 韩 MM 的 追捧 ， 搭配 也 很 丰富多彩 ， 牛仔 短裤 或者 荷叶 边 短裙 呈现出 俏皮 的 假小子 和 甜美 的 小女生 两种 不同 的 形象 ， 黑色 的 裤袜 保暖 还 能 修饰 腿 形 ， 至于 鞋子 ， 靴子 或者 板鞋 都 OK 啦 ！ 明星 式 的 开襟 帽衫 ， 在 搭配 上 就要 注意 内 搭 的 选择 ， 红色 的 字母 和 纽扣 给 黑色 帽衫 增加 了 亮点 ， 毛茸茸 的 雪地 靴 上 的 点点 花纹 和 上衣 相 呼应 ， 牛仔 短裙 尽情 将长 腿 炫耀 ， 活力 和 甜美 兼有 的 MM ， 怎叫 人 不 爱 ！ 大红 的 颜色 带 出 热情 而 充满活力 的 气息 ， 适合 皮肤 白皙 的 MM 。 人造毛 的 内里 在 冬天 穿 最 保暖 ， 带点 运动 休闲 感觉 的 帽衫 搭配 豹纹 内 搭 ， 青纯 和 妩媚 并存 。 针织 编制 的 鸭舌帽 是 今季 的 新宠 哦 ！ 单品 推荐 ： EDC 外套   价格 ： 695 元 Teenie   Weenie   价格 ： 598 元 
 时尚 	 艾薇儿 的 帽衫 就 另类 的 多 艾薇儿 的 帽衫 就 另类 的 多 ， 涂鸦 、 心形 、 骷髅 图案 ， 就算 上衣 低调 也 要 搭 上 格子 裤 ， 配合 她 刘海 的 红色 挑染 ， 邻家 小妹 的 鬼马 气息 扑面而来 ！ 带有 耳朵 的 帽衫 很 受 青睐 哦 ！ 毛茸茸 的 面料 暖和 舒适 ， 尖尖 的 兜帽 带有 一丝 小 巫女 似的 狡黠 ， 整体 黑色 带有 神秘 的 气质 ！ 长款 的 帽衫 更易 修饰 出 修长 的 身材 ， 装饰 的 绒毛 小球 ， 柔软 的 触感 和 暖和 的 外观 ， 让 人 爱不释手 ！ 格纹 裤袜 保暖 的 同时 让 全身 装扮 鲜活 起来 ， 带出 Country   Girl 的 田园 气息 。 单品 推荐 ： 阿桑娜 AO2   价格 ： 598 元 Basic   House 绒毛 外套   价格 ： 598 元 
 时尚 	 教 你 白百搭 的 时尚 法则 a 。 “ 向后看 ” 法则 周周 老师 最 喜欢 的 时尚 名言 是 “ 怎么 才能 走 在 潮流 前面 ？ 看 本季 的 时尚杂志 只能 被 牵着鼻子 走 ， 要 看 就 看 20 年前 的 《 VOGUE 》 ， 时尚 风水 20 年 一转 ， 绝对 没错儿 ” 。 是 的 ， 当 人们 都 向前 看 的 时候 ， 要 与众不同 的 最 省力 方法 是 向后看 ， 比如 一件 10 年前 流行 的 小 碎花 布裙 ， 你 可以 把 它 改得 更 紧身 ， 裙摆 也 可 剪 去 几厘米 ， 年 过 30 了 ， 不会 再有 妈妈 责怪 你 穿 得 太短 吧 ？ “ 向后看 ” 箴言 和 警句 ? ? 千万 不要 一切 都 向后看 。 道理 很 简单 ， 你 希望 镜子 里 照出来 的 是 你 的 外婆 吗 ？ 所以 切记 ， 要是 衣服 、 裤子 、 裙子 “ 向后看 ” 了 ， 那么 请 让 手袋 、 配饰 、 鞋子 尽情 “ 向前 看 ” 吧 ， 而且 要 尽量 选择 材质 和 段位 高 一些 的 。 它们 都 是 画龙点睛 的 神来之笔 ， 不 可以 小气 。 同理 ， 你 也 可以 在 “ 向前 的 ” 的 穿着 时 搭配 “ 向后看 ” 的 手袋 、 配饰 、 鞋子 。 b 。 “ 向前 看 ” 法则 这里 说 的 “ 向前 看 ” ， 是 向 年轻 一点 的 那 一群 看 。 你 尝试 过 一个 星期六 ， 带 着 不 大 的 孩子 去 郊游 ， 穿 一件 纯白 tee 、 一条 蓝白 格子 棉布 长裙 、 一双 运动 白袜 、 一双 帆布鞋 吗 ？ 如果 没有 ， 那么 请 试试 吧 。 30 + 的 文艺 气质 一定 不会 是 18 岁 女孩 的 清纯 ， 而是 沉淀 已旧 并 被 重新 唤起 书卷气 。 同样 的 道理 ， 与 小女孩 拼 气质 ， 你 可以 选择 羊绒 、 重磅 真丝 、 花格 呢 这些 有 质感 和 岁月 沉积 的 材质 ， 它们 穿 在 你 身上 才 会 让 人 看到 “ 风韵 ” 二字 。 “ 向前 看 ” 箴言 和 警句 ? ? 不要 较劲儿 。 不要 想着 “ 她 ( 比 你 年轻 十岁 ) 能 穿 ， 为什么 我 不能 ？ ” 穿着 如 站台 ， 我们 不得不 向 一站 又 一站 挥手告别 ， 因为 还有 下 一站 在 等 着 我们 。 
 时尚 	 时尚 要 从 娃娃 抓起   星 二代 的 时尚 品味 “ 头饰 控 ”   Marie 越来越 受 肯定 另外 一位 备受 网友 关注 的 娃娃 ， 莫过于 天天 头上 扎 蝴蝶结 的 “ 窘娃 ” -- 影星   Jessica   Alba 女儿 Marie ， 为什么 会 得到 这么 ? 的 外号 ， 估计 是 跟 其 喜欢 皱眉头 的 习惯 有关 ， 一 开始 大家 都 认为 其 五官 比不上 苏瑞 美丽 玲珑 ， 但 却 显得 颇 有 个性 ， 尤其 是 作为 一个 完全 的 “ 头饰 控 ” ， 更 平民化 的 窘娃 拥有 广泛 的 群众 基础 。 沉默 的 大多数 当然 不是 所有 小孩 都 会 在 镜头 前 显得 那么 有趣 ， 大美人 妮可 - 基德曼 的 女儿 现在 看来 还 瞧 不 出太多 的 美人 坯子 模样 ， 穿着打扮 也 非常 沉实 ， 一点 跟 苏瑞 叫板 的 能量 都 没有 ， 不仅 叫 大多数 看热闹 的 人 失望 。 但 我们 深信 女大十八变 ， 有 这样 倾国倾城 的 妈妈 ， 随便 学个 三分 都 能 压倒 大多数 人 。 等 两位 女孩 十八岁 时 再 PK 一番 ， 还 说不清 鹿死谁手 呢 。 而 向来 狂野 的 麦当娜 ， 其 九岁 爱子 Rocco 却 在 爸爸 的 调教 下 变成 绅士 一枚 ， 早前 出席 父亲 盖 - 里奇 新 电影 的 首映礼 ， 眉清目秀 的 教人 妒忌 ， 完全 想不到 他 跟娜姐 居然 有 血脉 关系 。 用 老人家 的话 来讲 ， 这 就 叫做 聪明 了 ， 打 从 娘胎 起 就 知道 挑些 什么 学 。 
 时尚 	 组图 ： 《 十月 围城 》 造型 遭 时尚 大牌 山寨 导语 ： 《 十月 围城 》 中 角色 众多 ， 每 一个 角色 都 有 自己 的 专属 造型 。 近日 发现 ， 在 各大 论坛 都 流传 着 一个 点击率 超高 的 帖子 ， 发帖 网友 爆料 《 十月 围城 》 中 几乎 大部分 主创 的 造型 都 被 国际 大牌 山寨 了 ， 仔细 看 了 对比 照片 ， 无论是 李宇春 的 帽子 ， 还是 黎明 的 乞丐 装 ， 还 真 有 几分 相似 。 
 时尚 	 组图 ： 一条 裙子 穿 365 天   慈善 很 时尚 导语 ： 一个 女孩 ， 一件 衣服 ， 一年 365 天地 穿着 它 … … 此时 ， 你 的 脑中 浮现 出 了 什么 ？ 一个 懒得 换 造型 的 邋遢 女人 ？ 一个 行为 艺术家 ？ 不 ， 通通 不是 ， 她 恰恰 是 一个 富有 爱心 ， 懂得 美丽 的 女孩 。 她 用 六个月 的 时间 ， 每天 穿着 同 一条 黑色 裙子 ， 通过 搭配 不同 的 配饰 来 进行 一项 可 持续 时尚 的 实验 ， 但 此举 真正 的 目的 是 为 印度 贫穷 的 孩子 们 募得 上学 的 钱 。 她 就是 生活 在 纽约 的 印度 女孩 Matheiken ， 每天 有 10 万微博 和 facebook 网友 浏览 和 评价 她 的 博客 ， 她 在 挑战 自己 的 创造力 的 同时 ， 也 在 挑战 平民 时尚 的 更 多 可能性 。 “ 把 同 一条 裙子 穿 上一年 ( 或者 再 极端 一点 ： 穿 上 一辈子 ) 这个 想法 并 不算 是 一个 新 概念 。 很多 艺术家 在 以前 都 做 过 。 ” SheenaMatheiken 谈起 这个 想法 的 萌生 过程 。 去年 ， 她 在 纽约 一家 互动 广告代理 公司 做 创意 导演 时 ， 为了 减压 ， 请 了 6 个 月 的 假 去 旅行 。 她 突然 意识 到 除了 朝九晚五 的 工作 ， 她 需要 做点 有 影响力 的 事儿 。 就 在 这时 ， 她 遇到 了 ElizaStarbuck ， 也 就是 现在 制服 计划 的 服装 设计师 。 这次 会面 注定 她们 要 搭档 做 一番 事业 。 “ 我们 是 邻居 ， 一天 在 地铁 上 遇见 ， 她 说 她 喜欢 我 的 长颈鹿 图案 的 袜子 ， 而 我 喜欢 她 那 鲜黄 的 紧身衣 。 ” Matheiken 说 。 那条 关键 的 小黑裙 ， 就是 ElizaStarbuck 设计 的 ， 做 了 7 条 完全相同 的 制服 连衣裙 。 耐磨 而 透气 的 纯棉 质地 适于 纽约 的 冬夏 两季 。 裙子 没有 分 前后 ， 一面 有 可 打开 的 连排 纽扣 ， 另一面 由 中 缝线 在 中央 形成 对称 褶 ， 由此 实现 了 可 正 穿 、 反穿 、 打开 穿 的 多重 功能 。 接下来 ， 轮到 Matheiken 出镜 了 。 在 各种 配饰 、 衣衫 的 搭配 下 ， Matheiken 以同 一条 小黑裙 创造 出 无 一天 重复 的 造型 。 那些 搭配 小黑裙 的 帽子 和 羽毛 ， 衬衫 和 褶皱 ， 鞋子 和 裤子 ， 腰带 和 胸针 ， 很多 都 是 Matheiken 从 网上 收获 的 战利品 ， 也 有 一些 是 在 怀旧 精品店 、 旧货店 和 纽约 的 跳蚤市场 淘到 的 。 同时 她 也 与 其他 设计师 和 朋友 合作 ， 设计 一些 原创 的 服饰 。 在 Matheiken 看来 ， 在 同 一条 裙子 上花 一年 的 时间 绝不 是 一件 无聊 的 事 ， 而是 在 要求 自己 变得 更 有创造力 。 从 时尚 到 慈善 在 UniformProject 网站 主页 上方 有 一个 计数 牌 ， 上面 记录 的 是 这个 计划 所 筹到 的 教育 捐助 。 为了 能 筹得 更 多 的 资金 ， Matheiken 和 Eliza 也 会 在 博客 上 售卖 裙子 ， 举行 饰品 拍卖 。 现在 有 一些 出版商 联系 Matheiken ， 希望 根据 她 的 服饰 搭配 出 一本 设计 类书籍 。 Matheiken 希望 不仅 能 将 环保 注入 创意 时尚 ， 更能 发挥 它 更 大 的 作用 。 Matheiken 长久以来 一直 都 在 琢磨 着 要 为 印度 的 儿童教育 做点 什么 。 在 印度 ， 每年 都 会 有 将近 750 万 的 孩子 无法 上学 ， 因为 他们 要 打工 ， 维持 家庭 的 生计 。 “ 80% 的 孩子 还 没读 10 年级 就 退学 了 。 ” “ 人们 总 认为 ， 慈善 是 一件 很 严肃 的 事 。 ” Matheiken 说 ， “ 那 完全 是 误解 ， Eliza 和 我 都 相信 爱 ， 在 我们 眼中 ， 慈善 可以 是 一件 很 有趣 的 事 。 ” 她们 的 慈善 之 举 选择 了 以 时尚 的 方式 演绎 。 Matheiken 说 ， “ 因为 时尚 是 一个 很 主观 、 视觉效果 很强 的 媒介 ， 我 想要 把 人们 每天 做 的 事情 ? ? 穿衣 ， 赋予 它 更 多 、 更 有 连贯性 的 东西 。 每天 穿 同样 的 衣服 ， 这够 新鲜 吧 ， 这能 为 我们 筹款 赢得 更 多 关注 。 ” 让 Matheiken 欣喜 不已 的 是 ， 这个 项目 推出 后 取得 了 很大 的 成功 。 前 六个月 ， 网站 点击率 达 百万 ， 50% 的 浏览者 是 第一次 关注 这个 项目 ， 最后 共 筹集 了 27 ， 000 美元 。 每天 有 10 万微博 和 facebook 网友 浏览 和 评价 Matheiken 的 博客 。 教 你 实用 百搭 的 时尚 法则 看着 Matheiken 的 三百六十五 变 ， 既 过瘾 又 向往 ， 却 不是 人人 可 效仿 的 ， 本报记者 在 时尚 专栏作家 周周 那儿 搜来 了 实用 而百搭 的 两大 时尚 法则 ， 掌握 了 这 两大 法则 ， 即便 不能 如 SheenaMatheiken 般 多变 ， 却 也 绝不会 落伍 。 
 时尚 	 组图 ： 冬日 最 IN 猫 靴   女孩 搭 出 流行 感 导读 ： 冬日 里 ， 各式各样 的 靴子 穿梭 于 街头 。 而 一双 圆头 圆脑 的 可爱 雪地 靴 身为 其中 一员 总能 抢 尽 众人 的 眼球 。 简单 不 花哨 的 款式 ， 既 保暖 又 舒适 ， 经典 不衰 。 雪地 靴 搭配 裤子 所以 ， 柔软 的 雪地 靴 成为 了 冬季 时尚 达 人们 出街 的 首选 单品 。 搭配 建议 ： 拥有 童话般 的 毛 毛皮 草 ， 超 可爱 的 毛绒绒 浪漫 风格 ， 绝对 是 冬日 温暖 的 主角 。 不管 从 那边 看 都 是 可爱 满 点 ， 搭配 迷你 下半身 或是 长裤 ， 都 会 很 好看 ， 是 冬日 的 穿 搭 必备 时髦 LOOK 。 搭配 建议 ： 牛角 扣 的 雪地 靴 第一眼 就让 你 无可救药 的 爱 上 它 ， 穿 上 后 绝对 有 恋爱 般的 幸福 滋味 ， 只要 将 鞋身 反折 一点点 ， 都 会 穿 出 不 一样 的 超 Q 造型 ， 穿 上 好感度 甜美 感 马上 上升 ， 展现 别有 一番 的 俏皮 可爱 风 。 搭配 建议 ： 可爱 甜美 却 又 具有 的 装扮 最 受到 人气 赞赏 ， 使用 不同 素材 拼接 和 立体 的 缝线 设计 ， 协调 的 色调 搭 出 今年 的 流行风 ， 绑带 设计 呈现出 多层次 的 视觉效果 ， 个性 中带 着 浓浓的 潮流 感 ， 无 造作 的 日系 风格 将 整体 造型 感 大大 提升 哦 。 搭配 建议 ： 冷风 嗖嗖 的 冬季 就是 要 有 一双 份量 感 十足 的 靴子 ， 完全 制造 出 份量 感 就是 要 靠 皮草 ， 华丽 厚实 感 的 皮草 就是 让 女生 爱不释手 。 采用 精细 的 皮草 制造 出 份量 感 ， 让 波 西米亚 风 的 靴子 华丽 质感 上升 ， 加上 两球 可爱 的 毛绒绒 的 圆球 ， 走起路来 都 摇曳生姿 ， 可爱 加倍 喔 。 搭配 建议 ： 超 可爱 的 刺绣 星星 是 注目 的 焦点 ， 不管 是 正面 或是 侧面 都 非常 的 迷人 ， 毛茸茸 的 刷毛 内里 ， 让 脚步 整个 冬天 都 能 暖呼呼 的 ， 轻巧 实搭 的 设计 ， 随意 穿 搭 就是 可爱 的 焦点 ， 让 冬日 的 寒冷 感带 点 活泼 俏皮 的 氛围 吧 。 
 时尚 	 组图 ： 新年 时尚 女王   HOT 焦点 女郎 导语 ： 谁 是 新 年度 的 时尚 女王 ？ 谁 的 着装 为 你 带来 配搭 灵感 ？ 时尚网 为 你 带来 她们 的 最新消息 ， 一览 年初 的 焦点 Icon ！ 超模 演 电影 跨界 、 转型 、 多元 发展 成为 模特 界 突围 的 特点 ， Agyness   Deyn 将 其 发挥 淋漓尽致 ， 或许 前 一秒 还 在 为 杂志 拍摄 封面 大片 ， 后 一秒 便 跑 进 Livehouse 为 摇滚 高歌 。 与 Five   O ' Clock   Heroes 合作 歌曲 《 Who 》 之后 ， Agyness   Deyn 又 与 电影 触电 与 戏剧 为伍 ， 将 和 艺术家 Peter   McGough 合作 拍摄 短片 。 Angelina   Jolie 加盟 Gucci 电影 当 我们 还 沉浸 在 Anne   Fontaine 导演 的 《 Coco   avant   Chanel 》 ， 为 Audrey   Tautou 扮演 的 Coco   Chanel 不可自拔 的 时候 ， 又 一部 时尚 史诗 电影 即将 整装待发 ， 影片 将 Gucci 品牌 的 传奇 故事 在 大 银幕 上 首次 揭秘 ， 更是 将 这些 影响 品牌 发展 的 人物 们 呈现 在 观众 和 品牌 拥 趸 眼前 。 影片 阵容 更是 堪称 时尚 大牌 ， 由 导演 过 《 Gladiator 》 的 著名 导演 Ridley   Scott 出山 指导 ， 力邀 Leonardo   DiCaprio 和 Angelina   Jolie 共同 演绎 。 而 重点 人物 Angelina   Jolie 将 出演 备受 争议 的 女性 ， Gucci 品牌 第三代 接班人 Maurizio   Gucci 的 妻子 Patrizia   Reggiani ， 曾 因涉嫌 1995 年 计划 参与 枪杀 其 丈夫 而 被 判处 26 年 监禁 ， 噱头 十足 。 Lady   Gaga 女王 来 了 ！ “ 怪 品位 猛 时尚 ” 或许 是 戏谑 Lady   Gaga 的 代名词 ， 而 “ 新一代 舞曲 天后 、 才华 惊人 ” 又 是 她 最佳 的 实力 见证 。 迅速 窜 红 的 女王 品位 影响 到 整个 时尚界 ， 在 各大 品牌 2010 春夏 新 系列 ， 都 可以 看到 Lady   Gaga   “ Signature   Style ” 的 影子 ， 甚至 以 时尚 主打 的 美剧 Gossip   Girl ， 也力 邀 她 客串 。 在 第 13 届 ACE 典礼 中 ， 更 获得 风格 制造 大奖 ， 再次 证明 时尚 就是 先人 一步 勇敢 为 之 。 
