时尚 	 组图 ： 2008 年度 最佳 着装 女明星 在 这 一年 里 ， 有人 横空出世 ， 有人 惊艳 复出 ， 有人 一如既往 地 追求 无懈可击 的 公众形象 ， 有人 从 过去 的 一片 混沌 中 蜕变 出 好 品味 。 值得 我们 效仿 的 不止 是 她们 的 穿衣 风格 ， 还有 她们 的 自信 与 勇气 。 Rihanna 无论是 在 流行 乐坛 还是 时尚界 ， 她 都 是 首屈一指 的 itgirl 。 从 华丽 的 Giambattista   Valli 黄色 晚礼服 到 新潮 的 ZacPosen 紫色 羽毛 裙 她 都 能 演绎 得 头头是道 。 她 率先 戴上 今年 最 流行 的 夸张 耳饰 ， 她 的 短发 也 被 许多 女明星 效仿 。 虽然 她 的 大腿 很 粗壮 ， 却 总是 自信 满满地 穿 上 迷你裙 ， 而且 人们 也 总是 夸 它们 既 修长 又 健美 。 Gwyneth   Paltrow 她 的 复出 惊艳 了 整个 时尚 圈 ， 35   岁 的 她 显得 比 以往 任何 时候 都 更 完美 。 她 能 把 短裙 穿 出 经典 和 高贵 感 ， 这 一方面 要 归功于 她 那双 总是 稳稳 穿着 超 高跟鞋 的 无可挑剔 的 美腿 ， 另一方面 是因为 她 最 青睐 黑 白色 。 另外 ， 今年 的 Bob 头 风潮 也 是 她 带动 起来 的 。 Fergie 她 终于 告别 了 露 肚皮 、 扭大 臀 的 混沌 时期 ， 一个 精致 版 的 Fergie 诞生 了 。 从 Grammy 颁奖典礼 上 简洁 的 CalvinKlein 黄色 晚礼服 到 平时 上街 时 的 帅气 宽松 短裤 和 娃娃 领短 上衣 ， 她 的 转变 告诉 我们 ， 能够 收放自如 的 女人 才 是 最 迷人 的 。 Anne   Hathaway 她 在 这 一年 里 的 感情生活 并 不顺 坦 ， 但是 这 丝毫 不 妨碍 她 在 红地毯 上 熠熠生辉 。 拥有 高挑 丰满 的 身材 和 醒目 五官 的 她 不仅 可以 胜任 华丽 复古 的 Roberto   Cavalli 银色 单肩 裙 和 性感 的 Marchesa 黑色 高叉 礼服 ， 穿 黑色 中性 外套 戴小 礼帽 也 一样 很酷 。 
 时尚 	 组图 ： 欧美 女星 偏爱 破 牛仔裤 “ 破 裤装 ” 这个 词对 大部分 人 来说 应该 很 陌生 吧 ， 但 它 顾名思义 就是 破 的 裤子 。 这样 流行风 早已 在 引领 时尚 潮流 的 欧美 明星 街 拍 中 成为 潮流 ， 下面 就 跟 衣橱 小编 一起 去 看看 吧 。 着装 点评 ： 刚刚 夺得 最佳 时尚 着装 的 英伦 最红 超模 阿格 妮丝 - 迪恩   ( Agyness   Deyn )   ， 以 一条 超 夸张 的 黑色 破裤 走 在 大街 上 的 Agyness 绝对 能 吸引 眼球 。 着装 点评 ： “ 雨伞 天后 ” 蕾 哈娜 ( Rihanna ) 上街 照中 的 这条 破裤 还 算 经典 、 保守 的 ， 是 大家 都 可以 尝试 的 款 。   着装 点评 ： 瑞切尔 - 贝尔 森 ( Rachel   Bilson ) 上街 购物 时 穿着 一款 跟蕾哈娜 ( Rihanna ) 的 那款 相似 的 破裤 牛仔 。 
 时尚 	 组图 ： 欧美 明星 人手 一条 的 黑色 紧身裤 要 问 欧美 明星 最火 的 单品 是 什么 ， 其中 一个 一定 是 Kova   &   T   Latex   legging ， 它 有 9 分款 和 踏脚 款 可 选择 。 目前 已 登陆 中国 的 American   Apparel 就 有 卖 同类 款 的 Lame   black   Leggings ， 还有 一些 带有 微小 闪片 与 反光 粒子 点缀 款 的 ， 这样 的 看上去 就 没 那么 浓重 的 塑胶 味 了 。 着装 点评 ： 潮流 女王 凯特 - 莫斯 ( Kate   Moss ) 的 脚步 永远都是 靠 前 的 ， 长靴 、 凉鞋 、 hunter   boots 都 能 被 她 随意 的 搭 出 不同 的 味道 来 。   着装 点评 ： 英国 的 超 “ IT ” girl 黛西 - 罗易   ( Daisy   Lowe ) 作为 年轻一代 的 风尚 标 人物 ， 当然 也 不会 错过 这款 最 IN 单品 。 
 时尚 	 组图 ： 流行 BOBO 头 这样 穿衣 最 时髦 编者按 ： 帅气 又 可爱 的 bobo 现在 很受 明星 们 的 喜爱 ， 爱 时尚 的 MM 们 又 怎么 会 错过 呢 ？ 现在 就 一 起来 看看 bobo 头 的 女星 们 是 如何 穿 搭 的 吧 。 阿 sa 搭配 指南 ： 超 蓬松 的 感觉 让 人 觉得 无比 的 可爱 ， 选择 一款 造型 普通 的 T 衫 也 很 不错 ， 亮点 在于 别致 的 图案 绝对 给 人 留下 深刻 的 印象 。 Hebe 搭配 指南 ： 这样 的 bobo 都 也 能 透露 出 一丝 小女生 的 气质 ， 经典 的 黑白 配 加上 泡泡 袖 和 泡泡 裙 更加 提升 可爱 感 。 阿 sa 搭配 指南 ： bobo 头配 上 甜美 感 极佳 的 公主 式 连衣裙 也 很 不错 ， A 字型 的 裙摆 更加 增添 可爱 感 。 
 时尚 	 组图 ： 男友 最 爱 新年 约会 装 Top12 新年 将 至 ， 追求 时尚 爱 漂亮 的 美眉 们 又 在 积极 的 准备 换下 厚重 的 冬装 ， 穿 上 轻薄 的 新衣 去 约会 了 。 这个 新年 我们 将 如何 打造 自我 呢 ， 是 做 个 成熟 稳重 的 Office   Lady ?   还是 继续 打造 清纯 可爱 的 少女 装扮 呢 ？ 
 时尚 	 组图 ： 长大衣 搭配 裙裤 装美足 一冬 多种 颜色 的 拼接 看起来 大方 而且 有 特点 ， 时尚 而且 富于 层次感 。 传统 的 大衣 款式 搭 上 时尚 的 组合 味道 马上 不 一样 ， 看起来 反而 更加 有 特点 。 颜色 鲜艳 而且 雅致 ， 腰带 中性 而且 内敛 ， 多种 风格 的 交融 看起来 很 有 特点 。 这 款 羽绒服 大衣 的 实用性 和 视觉效果 具佳 ， 保暖 又 好看 。 冬季 气温 降低 人们 总是 重视 上装 更 多 ， 反而 好像 变 的 不会 对 下装 太 计较 ， 有人 说 这 都 是 长款 大衣 热 的 祸 ， 而 事实上 ， 长款 大衣 确实 因为 其实 用 和 美观 而 受宠 ， 一件 漂亮 的 大衣 绝对 值得 你 花大 价钱 ， 也 值得 你 多多 的 比较 和 精心 挑选 ！ 
 时尚 	 组图 ： 韩国 女生 示范 同衣 不同 搭配 同 一件 衣服 ， 利用 不同 的 衣服 和 配饰 与 之 搭配 ， 营造 出 各种 风格 ， 这是 时尚 的 一种 乐趣 ， 也 是 搭配 功底 的 显示 吧 ~ 对于 现金 的 OL 们 ， 穿着打扮 不仅 是 自己 的 事 ， 还 关乎 到 社交 、 人际关系 ， 其实 衣服 并 不用 太 多 ， 用 有限 的 服饰 混 搭 不同 造型 才 最 重要 ！ 接下去 要 带 大家 看 的 这位 MM ， 就 擅长 将 一件 衣服 做出 不同 搭配 ， 相比 Susie   Lau 的 另类 怪异 ， 大家 应该 更能 从 这位 美女 的 搭配 身上 学到 些 时尚 边角料 吧 ！ NO.1   独特 黑白 豹纹 连衣裙 着装 点评 ： 这样 一件 单品 ， 你 是不是 会 觉得 太 独特 太 挑眼 不太好 搭配 呢 ？ 看 这位 美女用 短款 小 西装 、 长款 毛线 裙 和 红色 外套 做出 的 不同 搭配 ， 左右 两套 适合 OL 上班 ， 中间 可以 参加 派对 。 小编 最 喜欢 中间 这套 ， 镂空 钩花 的 毛线 背心 裙 与 豹纹 裙叠 穿 ， 搭配 复古 腰带 和 手 抓 包 ， 时髦 又 很 有 特色 。 NO.2   粉红 套 头帽 衫 着装 点评 ： 这样 的 套头衫 是不是 已经 被 步入 职场 的 你 淘汰 了 呢 ？ 其实 搭配 西装 外套 、 紧身裤 和 鱼 嘴 鞋 ， 也 很 有 OL 气息 呢 ， 周末 又 可以 换上 休闲裤 帆布鞋 舒适 的 逛街 ， 这些 搭配 不仅 好看 ， 还 十分 实用 。 NO.3   皮质 背心 马甲 着装 点评 ： 满大街 都 流行 西装 马甲 ， 到 了 秋冬 ， 有 没想 过 添置 一件 皮质 马甲 呢 ？ 既能 为 胸口 挡风 ， 还 立马 发挥 马甲 的 混 搭 威力 ， 穿 上 它 就 多 了 份 帅气 酷劲 。 NO.4   白色 毛衣 外套 着装 点评 ： 纯洁 感 的 白色 毛衣 外套 ， 也 是 女孩子 衣橱 里 不可 缺 的 单品 。 为 毛衣 外套 系 上 腰带 你 有 尝试 过 吗 ？ 这 可是 腰带 三种 基础 用法 之一 哦 。 
 时尚 	 组图 ： 大牌 岁末 折扣 促销 博 人气 大牌 的 折扣 风 似乎 越 刮 越 猛 ， 汽车 、 服装 、 餐饮 … … 降价 促销 渐渐 变成 常态 。 如今 趁着 年底 到来 ， 大牌 们 也 开始 靠着 做 促销 博 人气 了 。 Ferragamo 、 celine 、 loewe … … 杭州 大厦 内 的 众多 大牌 进入 折扣 的 行列 ， 最低 5 折 的 力度 也 着实 有着 诱惑力 。 湖滨 名品 街内 的 大牌 也 开始 行动 了 ， 抛出 的 折扣 同样 诱人 。 有 餐厅 甚至 以 “ 淘 大牌 折扣 货 ” 为 诱饵 开始 年末 的 圣诞 促销 。 看来 ， 如果 你 近期 不 打算 远距离 血拼 的话 ， 家门口 也 能 成为 你 的 淘宝 天堂 。 如今 ， 大牌 折扣 虽然 不是 什么 稀罕 事 ， 但是 大规模 的 促销 毕竟 少见 ， 往往 是 集中 在 柜台 一隅 ， 羞羞答答 地用 SALE 牌 做 遮掩 ， 也 有 的 隐身 于 某 高档 酒店 ， 两三天 即 结束 ， 只有 圈内人 才 知道 。 像 宝姿 、 LOCOAST 等 品牌 就 常常 用 这样 的 方式 。 而 折扣 力度 也 常常 很大 ， 低至 1 折 也 不是 什么 稀奇事 。 
 时尚 	 组图 ： 寒冬 都市 大美女 照样 穿 短裤 编者按 ： 一条 小 短裤 能 有 什么样 的 用途 ？ 在 冬季 穿着 怎么 搭配 才 更好 看 ？ 其实 ， 短裤 早已 不是 夏季 的 专利 ， 爱美 的 女孩儿 们 将 它 的 魅力 延续 到 了 寒冷 的 秋 冬天 。 百搭色 棕色 让 这条 短裤 有 了 各种 不同 的 面貌 。 ( 新浪 女性 配图 ， 图片 来源 ： 风尚 志 )   编辑 点评 ： 绿色 的 针织衫 ， 竖 条纹 修饰 身形 ， 更显 苗条 ， 大 衣领 缓和 紧身 造型 的 憋闷 感 ， 棕色 长靴 与 短裤 将 你 的 身体 比例 修饰 得 更 完美 ， 加 一个 牛仔 大包 简直 酷毙了 ！   编辑 点评 ： 好像 只 存在 于 办公室 的 小 西装 ， 与 小 短裤 搭配 将 风格 协调 于 严肃 与 休闲 之间 ， 与众不同 的 大胆 搭配 为 正装 穿着 增添 了 更 多 的 可能性 ！   编辑 点评 ： 华丽 的 皮草 并 不是 高高在上 的 ， 它 的 高傲 轻松 被 一条 短裤 拉下马 来 ， 成为 平民化 的 时尚 元素 。   编辑 点评 ： 短款 的 双排 扣 风衣 有着 中性化 的 帅气 ， 和 酷酷 的 短裤 看似 水火不容 ， 其实 内里 有 相通 的 融合 点 。 搭配 服装 时 只要 找到 一个 融合 点 ， 什么样 的 衣服 都 能 协调 的 穿 在 一起 。 
 时尚 	 组图 ： 巧 搭 粗棒 针织 时髦 不 臃肿 也许 你 会 担心 个性 的 粗 棒针 会 给 人 臃肿 而 缺乏 变化 的 感觉 ， 但 随着 这 股 旋风 的 到来 漂亮 的 粗 棒针 单品 也 逐渐 丰富 起来 ， 于是 厚重感 的 美丽 在 今季 越演 越烈 。 注意 到 街头 上 漂亮 MM 们 的 粗棒 针织 单品 了 吗 ？ 可爱 的 帽子 ， 各式各样 的 背心 ， 腰部 之上 的 小 披肩 ， 或是 长度 恰到好处 的 特色 小 围巾 。 一路 看 过来 ， 美不胜收 。 
 时尚 	 组图 ： 帅哥美女 逛街 这样 穿 抢 眼球 在 T台 被 复古 风暴 席卷 时 ， 嗅觉 敏锐 的 街头 潮 人们 当然 会 做出 相应 的 化学反应 。 古朴 而 华丽 的 裙子 、 浪漫 而 神秘 的 印花 图案 、 酷劲 十足 的 项链 和 配饰 ， 复古 风味 仿佛 从来 都 不 冷场 。 型 人们 将 各种 混合 色彩 大胆 的 碰撞 ， 不同 感觉 的 细节 混合 再 混合 ， 将 T台 的 复古 韵味 演绎 的 更具 个人 味道 ， 让 冬日 散发 别样 浪漫 风情 。 咖啡色 系在 这个 季节 总是 被 热宠 ， 巧妙 运用 深深浅浅 的 层 搭 ， 将 整体 的 色调 比重 把握 的 恰到好处 ， 外套 的 皮衣 是 调和 整体 色系 的 关键 靓品 。   帽衫 与 咖啡色 西服 叠 穿 ， 静中 有动 。 巧用 别致 的 礼帽 、 仔裤 、 帆布鞋 ， 及 休闲 的 挎包 ， 硬朗 中 不 缺乏 运动 的 时尚 元素 。   设计 感 十足 的 马甲 ， 皮草 饰边 增加 可爱 元素 。 搭 民族 印花 七分裤 与 同色系 的 米色 短靴 ， 将 民族风格 穿出 了 另类 的 时尚 美 。   三种 不同 皮质 混 搭 的 上衣 ， 腰带 装饰 勾勒 出 上衣 的 线条 。 裁剪 不 对称 的 裙子 和 短靴 ， 让 她 全身 洋溢着 波 西米亚 女郎 的 慵懒 、 随性 的 姿态 。 
 时尚 	 组图 ： 盘点 2008 明星 最 另类 装扮 编者按 ： 舞台 和 荧幕 上 光线 靓丽 的 明星 常常 会 让 人 艳羡 ， 他们 不仅 有万人 拥护 ， 更 重要 的 是 能 穿 上 时尚 华服 ， 然而 其中 也 有 例外 。 那些 在 着装 上 敢于 突破 自我 ， 敢于 尝试 的 人 ， 常常 会 让 人 眼前一亮 ， 我们 应该 佩服 那些 在 沉闷 规则 中 寻找 突破 的 企图心 。 但是 成功 的 穿着 通常 能 提升 个人 魅力 ， 反之 ， 则 是 让 整个 人 沦陷 入 一种 不明 的 状况 ， 更 糟糕 的 ， 则 是 让 衣服 失去 灵魂 ， 变成 一堆 破布 。 近日 ， 奥斯卡 影后 理查兹 - 赛隆 ( Charlize   Theron ) 获封 2008 红毯 女王 ， 而 娱乐节目 《 接近 好莱坞 》 ( Access   Hollywood ) 也 封 她 为 “ 衣 Q 排行榜 ” 亚军 ， 仅次于 莎拉 - 杰西卡 - 帕克 。   理查兹 - 赛隆 8 月底 穿 凡 赛斯 银色 斜肩 礼服 出席 威尼斯 影展 ， 闪闪发亮 的 水晶 搭配 宝格丽 钻石 手环 ， 宛如 女神 下凡 ， 获 《 Life   &   Style 》 周刊 选 为 今年 红毯 女王 。 《 接近 好莱坞 》 评选 女星 衣 Q ， 莎拉 - 杰西卡 - 帕克因 《 欲望 城市 》 塑造 “ 潮女 ” 形象 ， 顶 着 高耸 的 花 帽子 出席 《 欲 》 片 伦敦 首映会 ， “ 吸睛 ” 指数 破表 ， 获选 为衣 Q 冠军 ， 凯蒂 - 派瑞则 被 评为 “ 衣 Q 最糟 的 女星 ” 。 
 时尚 	 组图 ： 裙 搭 靴 哈日族 MM 漂亮 保暖 搭 现代 的 女人 喜欢 穿着 酷感 ， 时尚 的 世界 永远 是 美色 当道 ； 如何 把 自己 塑造成 酷感 美女 ？ 不 一样 的 质感 ， 却 营造 出 完美 的 交叠 。 让 双眼 在 不知不觉 中 沉浸 在 时尚 的 旋涡 中 ， 这 一刻 的 你 ， 是不是 不想 离开 ？ 
 时尚 	 组图 ： 超 冷天 明星 保暖 实用 羽绒服 超 冷天 明星 会 穿 什么 ？ 不要 以为 她们 还会 选择 袒胸露背 的 晚礼服 ， 那 只是 在 PARTY 时才 会 穿 得 哦 ！ 日常 装扮 当然 还是 保暖 又 实用 的 羽绒服 最 贴心 啦 ！ 不过 明星 终究 还是 明星 ， 即使 穿 上 厚厚的 羽绒服 ， 也 照样 有型 有 范儿 ， 不 信 的话 就 来 看看 这些 大牌 star 的 羽绒服 造型 吧 。 
 时尚 	 组图 ： 陈慧琳   穿脱 大衣 都 很 性感 编者按 ： 无论是 美丽 的 公主 ， 还是 性感 的 辣妹 ， 无论是 活力 动感 ， 还是 成熟 稳重 。 陈慧琳 绝对 是 一个 值得 欣赏 的 女性 ， 今天 就让 Kelly 教 你 如何 在 室内外 都 做 一个 穿衣 达人 吧 ！ 小编 点评 ： 今年冬天 全身 的 格纹装 绝对 让 你 进入 时尚 的 前列 ， 碎花 的 点缀 让 它 看上去 又 不是 刻板 的 套装 ， 职业 味十足 ， 相信 无论 穿 在 kelly 还是 你 的 身上 ， 马上 就 能 呈现出 知性 的 美感 。 搭配 Tips ： 办公室 里 的 你 也 要 时尚 ， 如果 觉得 全身 的 黑色 套装 让 你 缺乏 亮点 ， 不妨 就 把 银色 的 绸缎 衬衫 加 在 里面 吧 ！ 小编 点评 ： 这次 kelly 又 为 我们 展示 了 她 成熟 的 女人味 ， 一件 带有 亮片 点缀 的 灰色 连衣裙 ， 再 搭 上 一件 米 白色 的 长 风衣 ， 绝对 的 职业女性 。 搭配 Tips ： 要 出门 了 ， 米色 的 连衣裙 配 上 一根 皮 腰带 定 是 必要 之选 ， 加上 竖 条纹 的 深色 外套 和 七分 长绒 袜 把 你 变成 一位 时尚 的 business   girl 。 小编 点评 ： 怎样才能 性感 的 恰到好处 呢 ？ 就让 kelly 告诉 你 吧 ， 脱 下 一件 厚厚的 外套 ， 露出 一件 若隐若现 的 黑纱 上衣 ， 加上 A 字 摆 裙 上 的 装饰性 图案 ， 女人 味十足 ， 同时 更添 神秘 的 民族风情 。 搭配 Tips ： 是 相对而言 比较 保守 的 美眉 吗 ？ 但 也 不要 错过 让 自己 变得 美丽大方 哦 ， 又 要 把 推荐 格子 上衣 推荐 给 你 了 ， 时尚 又 休闲 相信 一定 很 适合 你 ！ 如果 要 穿 上 一条 半腿 绒裤 也 不错 ， 不过 这样的话 还是 配 一双 短靴 会 更 搭 ！ 小编 点评 ： kelly 怎么 会 放弃 流行 ， 高腰 裤 让 她 那 原本 就 很 修长 的 双腿 更加 出众 。 加上 亮红 的 上衣 ， 灯光 闪耀 下 的 她 绝对 亮丽 十足 。 搭配 Tips ： 不想 那么 引人注目 吗 ？ 这件 灰色 上衣 或许 很 适合 你 ， 加 了 一件 类似 小 披肩 的 设计 ， 绝对 不会 让 你 错失 对 美的 表现 。 
 时尚 	 街 拍 ： 年底 亲爱 情侣装 逐一 看 ( 组图 ) 又 是 一个 年末 ， 有时 一个 团聚 的 好时光 。 如果说 二月 十四 和 七夕 是 我们 必须 庆祝 的 两个 情人节 ， 那么 元旦 或许 可以 被 称为 第三个 值得 庆祝 的 隐性 情人节 ， 想想 今年 ， 是 你们 在 一起 的 第几个 元旦 呢 ？ 着装 点评 ： 小 西装 ， 加上 有点 琐碎 的 细节 ， 难免 造成 校园 里 青涩 的 模样 ， 两小无猜 ， 两张 婴儿 肥 的 脸蛋 。 着装 点评 ： 一黑 一 咖 ， 比较 柔情 一点 的 夹克 接受 面更广 ， 虽然 看上去 有点 乱乱 ， 却是 你 有 围巾 我 也 有 围巾 ， 人人 都 知道 你们 是 一对 啦 。 着装 点评 ： 如果 两个 都 是 酷酷 的 黑 夹克 ， 总归 会 对 你 两 的 来头 表示 好奇 ， 还好 没有 都 带 墨镜 ， 不然 真 以为 是 “ 道 上 ” 的 了 。 着装 点评 ： 有 感觉 的 譬如 这样 ， 对 已 文艺 青年 的 装扮 ， 北京城 的 胡同 里 向来 生生不息 ， 来 一对 ！ 黑与白 的 搭配 ， 还 真 有 感觉 ！ 
 时尚 	 赵薇 ： 熟女 巧穿 藏 起 婴儿 肥 ( 组图 ) 编者按 ： 娱乐圈 里 的 明星 们 个个 瘦骨嶙峋 ， 似乎 把 骨感 变成 了 减肥 的 最高 境界 ， 小燕子 赵薇 的 身材 虽然 算不得 很 圆润 ， 但 距离 骨感 似乎 还有 一段距离 ， 但 聪明 的 她 巧妙 的 用 穿衣 障眼法 ， 让 有点 婴儿 肥 的 身材 怎么 也 看不出来 ， 这么 实用 的 穿衣 窍门 不要 错过 。 障眼法 一 ： 直线 形藏起 腰 腹 小 赘肉 小编 点评 ： 直线型 的 外套 面料 十分 挺括 ， 让 赵薇 看起来 十分 秀气 又 可爱 ， 奇趣 的 动物 图案 增添 了 少女 的 可爱 感觉 ， 白 颜色 还 能 提升 气质 。 障眼法 一 ： 直线 形藏起 腰 腹 小 赘肉 小编 点评 ： 蓝色 的 大 外套 能 让 皮肤 更加 白皙 ， 衬托 女性 的 温柔 气质 ， 垂顺 的 面料 和 超长 的 款式 让 身体 的 纵向 线条 被 拉长 ， 不但 变瘦 了 ， 还长 高 不少 。 模仿 建议 ： 直线型 的 外套 是 今年 流行 的 单品 ， 夏天 可以 选择 一条 直线型 的 连衣裙 ， 不仅 让 你 搭 上 时尚 顺风 车 ， 给 你 带来 流行 的 未来 感 ， 还 能 让 腰腹部 的 不 玲珑 曲线 全部 看不见 。 障眼法 二 ： 大 领子 让 脖子 变细 脸变 小小 编 点评 ： Dior 的 这件 褶皱 长裙 ， 通过 大 V 领 的 设计 将 性感 的 女人味 瞬间 释放 ， 纵向 的 褶皱 承担 了 竖 条纹 的 修身 作用 ， 既显 瘦 ， 又 有 很 强 的 雕塑感 ， 让 高贵 的 气质 加 分 。 障眼法 二 ： 大 领子 让 脖子 变细 脸变 小小 编 点评 ： 吊带 的 款式 同样 能 拉长 脖子 的 线条 ， 分布 在 胸部 的 红色 能 将 女性 的 曲线 感 表现 的 更加 完美 ， 而 腰腹部 的 黑色 则 起到 了 收缩 效果 ， 让 腰 腹 更加 平坦 。 模仿 建议 ： 大 领子 的 服装 通过 大面积 的 露肤 不仅 能 衬托 脸部 的 小巧 ， 还 能 拉长 脖子 的 线条 ， 同样 能 让 你 看起来 更 瘦 。 
 时尚 	 组图 ： 10 大 要点 约会 SEXY 美腿 靴 编者按 ： 腿部 的 小 缺陷 完全 可以 靠 靴子 来 遮掩 掉 ， 不信 吗 ？ 快 来 看看 小编 怎么 说 吧 ！ 莫文蔚 莫文蔚 有 双 出了名 的 美腿 ， 说 到 小 缺陷 ， 对 莫 MM 来说 是 不 存在 的 ， 随性 的 穿 上 高筒靴 搭配 短裙 ， 已经 美 得 无以复加 。 裤袜 与 高筒靴 的 混 搭 可谓 一种 日 韩风 的 引进 与 创新 ， 松松垮垮 的 裤袜 堆 在 靴口 ， 反而 是 显瘦 的 神奇 穿 法 。 郑希怡 紧身 的 牛仔裤 比较 贴腿型 ， 小腿 的 自然 弯曲 线条 自然 显露 无疑 ， 所以 一双 高筒靴 就 能 轻松 的 解决 这个 问题 。 吴日言 搭配 上及 膝 的 大衣 ， 刚刚 好 露出 可爱 的 小 膝盖 ， 小女生 的 你 必然 不能 错过 这么 cute 的 装扮 。 
 时尚 	 组图 ： 抢拍 深冬 上海 街头 美女 搭配 今年 的 冬天 依旧 是 个 暖冬 ， 和煦 的 阳光 照 在 马路上 把 人 也 照 的 喜气洋洋 ， 漂亮 的 冬装 ， 甚至 是 早早 穿 上身 的 春装 ， 都 逃不过 我们 摄像师 的 眼睛 ， 拍下 的 不 光光 是 瞬间 的 影像 ， 还有 那 永久 的 美丽 。 
 时尚 	 组图 ： 新年 新气象 9 款 人气 春装 装扮 有着 慵懒 与 休闲 的 味道 ， 不论是 男装 还是 女装 都 有着 属于 自己 的 那份 个性 与 时尚 品味 。 抢先 欣赏 09 年 春装 时尚 搭配 ， 快 从中 寻找 出 适合 自己 的 穿衣 搭配 。 ( 图片 提供 / 北京 攻略   秀水 2 号   日坛 商务楼 ) 
 时尚 	 组图 ： 纯色 毛衣   外套 最爱 它 来配 冬天 的 时尚 冬装 搭配 ， 可 选择 同 一系列 的 长裤 、 格子 围巾 、 再 加 一件 简单 的 套头 单色 毛衣 ， 便 可 穿 出 悦目 又 随意 的 潇洒 。 白色 毛衣 ， 款型 简单 大方 ， 纯净 的 颜色 提高 脸部 肤色 的 亮度 ， 是 肤色 暗雅 的 女孩 最佳 选择 。   深蓝色 开襟毛衣 ， 领子 有 白色 花纹 装饰 ， 简单 素雅 又 不 单调 古板 ， 适合 文静 的 年轻 女孩 。   粉色 开襟毛衣 ， 款式 简单 大方 ， 颜色 亮丽 ， 充满 青春 的 气息 ， 适合 活泼可爱 的 女孩 。   嫩黄色 开襟毛衣 ， 颜色 柔和 ， 给 人 舒适 安静 的 感觉 ， 适合 文静 温柔 的 甜美 女生 。 
 时尚 	 组图 ： 超 Hot 及 膝 裙   过年 约会 必备 及 膝 裙 优雅 且 舒展 方便 , 既 无 长裙 的 拖沓 , 也 无 短 膝 裙 之 轻佻 , 正式 场合 也罢 , 社交 场合 也好 , 都 能 从容 适度 地 释放 女性美 。 因 古典 、 优雅 、 而 受 复古 时髦 风格 的 宠爱 。 无论 材质 的 轻 厚薄 重 ， 在 你 的 衣橱 里 , 及 膝 裙 都 应该 是 美丽 的 角色 。 
